,TranslatedIngredients
5053,"cup All Purpose Flour (Maida),teaspoon Lemon zest,teaspoon Orange Zest (Rind),/ cup Curd (Dahi / Yogurt),tablespoon Sugar,teaspoon Vanilla Extract,pinch Salt,Sunflower Oil,/ cup Sugar,/ cup Honey,/ teaspoon Lemon juice,cup Hazelnut,Icing Sugar"
5054,"grams Paneer (Homemade Cottage Cheese),tablespoons Hung Curd (Greek Yogurt),to  teaspoons Extra Virgin Olive Oil,cup Basil leaves,to  Walnuts,cloves Garlic,/ cup Parmesan cheese,/ cup Extra Virgin Olive Oil,Salt and Pepper"
5055,"cup Almond Milk (Badam Milk),tablespoon Coconut milk,/ teaspoon Cinnamon Powder (Dalchini),/ teaspoon Vanilla Extract,/ tablespoon Cocoa Powder,tablespoon Beetroot juice,Coconut Sugar"
5057,"cups Rice flour,cup Water,/ teaspoon Salt,cup Fresh coconut,/ cup Jaggery,/ cup Raw Peanuts (Moongphali),teaspoon Cinnamon Powder (Dalchini),/ teaspoon Black pepper powder"
5058,"cup Buckwheat Flour (Kuttu Ka Atta),cup Almond Milk (Badam Milk),teaspoon Baking powder,/ cup Ripe Bananas,tablespoon Cocoa Powder,/ cup Coconut Sugar,teaspoon Vanilla Extract,Coconut Oil,/ cup Cocoa Powder,/ cup Coconut Oil,tablespoon Maple syrup,Mixed fruits"
5059,"cup Roasted Peanuts (Moongphali),cloves Garlic,Tomatoes,Dry Red Chillies,teaspoon Sunflower Oil,teaspoon Mustard seeds,teaspoon White Urad Dal (Split),sprig Curry leaves,Salt"
5060,"cup Arhar dal (Split Toor Dal),Drumstick,Onion,Tomatoes,Green Chillies,teaspoon Kashmiri Red Chilli Powder,/ teaspoon Turmeric powder (Haldi),Salt,teaspoon Ghee,/ teaspoon Asafoetida (hing),/ teaspoon Mustard seeds,sprig Curry leaves,Dry Red Chillies"
5061,"cups Kabuli Chana (White Chickpeas),Tomatoes,Onions,Cucumber,Potato (Aloo),Green Chillies,sprig Coriander (Dhania) Leaves,teaspoons Chaat Masala Powder,/ teaspoon Amchur (Dry Mango Powder),tablespoon Aloo Bhujia,/ tablespoon Lemon juice,Salt"
5062,"Tomatoes,cloves Garlic,Green Chillies,teaspoon Coriander (Dhania) Leaves,teaspoon Mustard oil,Salt"
5063,"cup Yellow Moong Dal (Split),teaspoon Methi Seeds (Fenugreek Seeds),cup Idli Rice,teaspoon Salt"
5064,"Pearl onions (Sambar Onions),teaspoon Red Chilli powder,teaspoon Turmeric powder (Haldi),teaspoon Amchur (Dry Mango Powder),teaspoon Coriander Powder (Dhania),Salt,cloves Garlic,inch Ginger,teaspoon Tamarind Water,sprig Coriander (Dhania) Leaves"
5065,"Brinjal (Baingan / Eggplant),Carrots (Gajjar),/ cup Homemade Basil Pesto,Parsley leaves,/ cup Parmesan cheese,Salt and Pepper,Extra Virgin Olive Oil,Tzatziki"
5067,"cup Poha (Flattened rice),cup Curd (Dahi / Yogurt),cup Mango (Ripe),cup Strawberries,tablespoon Mixed nuts,Honey"
5068,"liter Milk,/ teaspoon Cardamom Powder (Elaichi),Saffron strands,/ cup Sugar,/ cup Sweet paan mix,Dried rose petals,Pistachios"
5069,"cups Green Romaine lettuce,/ cup Cucumber,/ cup Cherry tomatoes,/ cup Fried Bread Cubes (Croutons),tablespoons Classic Mayonnaise (With Egg),/ teaspoon Mustard sauce,Salt,tablespoon Lemon juice,teaspoon Black pepper corns,tablespoon Extra Virgin Olive Oil,cloves Garlic,/ teaspoon Sugar,Parmesan cheese"
5070,"grams okra,/ tsp red chilli powder,/ tsp turmeric powder,/ tsp garam masala powder,tbsp cream,/ tsp kasoori methi,tsp oil,tbsp ghee,onion,/ cup cashew nuts,tomato,garlic,tsp ginger,cardamom,long,/ inch cinnamon,green chili,tsp cumin seeds"
5071,"grams Whole Wheat Oatmeal Cookies,grams Butter (unsalted),liter Butterscotch ice cream,/ cup Mango coulis,Mango (Ripe),Lychee,Chikoo (Sapota Fruit),Plums,cup Green seedless Grapes,/ cup Icing Sugar"
5072,"/ cup Cashew nuts,cloves Garlic,Onion,tablespoon Lemon juice,Kaffir lime leaves,teaspoons Coriander (Dhania) Seeds,cup Tender coconut water,Salt,grams Chicken breasts,Whole Egg,tablespoons Rice flour,Salt,teaspoons Sunflower Oil,cloves Garlic,Dry Red Chillies,Sunflower Oil"
5073,"cups Whole Wheat Flour,Nendra Pazham Banana (Ripe),tablespoons Sugar,/ teaspoon Baking soda,tablespoons Curd (Dahi / Yogurt),/ teaspoon Cumin seeds (Jeera),tablespoons Ghee,/ teaspoon Salt,Sunflower Oil"
5074,"cup Foxtail Millet,inch Ginger,Tomatoes,Green Chillies,Bay leaves (tej patta),Cardamom (Elaichi) Pods/Seeds,teaspoon Turmeric powder (Haldi),teaspoon Cumin powder (Jeera),grams Spinach Leaves (Palak),Salt,tablespoon Sunflower Oil,tablespoons Ghee"
5076,"cup Shallots,Cloves (Laung),/ cup Fresh coconut,Dry Red Chillies,tablespoon Coriander (Dhania) Seeds,tablespoon Cumin seeds (Jeera),tablespoon Methi Seeds (Fenugreek Seeds),tablespoon Whole Black Peppercorns,sprig Curry leaves,grams Tamarind,cup Black Eyed Beans (Lobia),cup Coconut milk,teaspoon Turmeric powder (Haldi),Cinnamon Stick (Dalchini),teaspoon Mustard seeds,cloves Garlic,Dry Red Chilli,teaspoon Asafoetida (hing),Sunflower Oil,Salt"
5077,"cups Whole Wheat Flour,Salt,Stalks Spring Onion (Bulb & Greens),Carrots (Gajjar),Yellow Zucchini,Red Bell pepper (Capsicum),cup Red cabbage,teaspoon Tabasco Original,teaspoon Cumin powder (Jeera),cup Processed Cheese,Extra Virgin Olive Oil"
5078,"grams Button mushrooms,cups Spinach Leaves (Palak),/ cup Kabuli Chana (White Chickpeas),tablespoon Sunflower Oil,Onions,/ cup Homemade tomato puree,inch Ginger,cloves Garlic,Fresh Red chillies,/ teaspoon Turmeric powder (Haldi),teaspoon Cumin powder (Jeera),teaspoon Garam masala powder,Salt,/ cup Coconut milk,sprig Coriander (Dhania) Leaves,sprig Mint Leaves (Pudina)"
5079,"cups Chenna (Homemade Cottage Cheese),teaspoon Sooji (Semolina/ Rava),cups Water,cups Sugar,/ teaspoon Rose water,cups Rabdi,/ teaspoon Saffron strands,tablespoons Slivered Almonds (Badam),Cashew nuts"
5080,"grams Paneer (Homemade Cottage Cheese),Onion,Tomatoes,teaspoon Ginger Garlic Paste,ml Coconut milk,/ cup Water,tablespoon Coriander Powder (Dhania),teaspoon Black pepper powder,teaspoon Red Chilli powder,/ teaspoon Turmeric powder (Haldi),Kokum (Malabar Tamarind),teaspoon Coconut Oil,teaspoon Cumin seeds (Jeera),Curry leaves,Whole Black Peppercorns,teaspoon Methi Seeds (Fenugreek Seeds),Coriander (Dhania) Leaves"
5081,"/ cup Whole Wheat Flour,tablespoons Basmati rice,/ cup Fresh coconut,Salt,tablespoon Sugar"
5082,"cup Green zucchini,teaspoon Ajwain (Carom seeds),teaspoons Red Chilli powder,/ teaspoon Amchur (Dry Mango Powder),/ teaspoon Cumin powder (Jeera),/ teaspoon Turmeric powder (Haldi),cups Whole Wheat Flour,Water,Ghee,Salt"
5083,"Potatoes (Aloo),Whole Egg,/ teaspoon Black pepper powder,Onion,Cup Chicken,cloves Garlic,/ teaspoon Nutmeg powder,/ teaspoon Black pepper powder,tablespoon Soy sauce,Red Chilli flakes,Whole Eggs,cup All Purpose Flour (Maida),cup Whole Wheat Bread crumbs,Sunflower Oil"
5084,"Mango (Ripe),Green Chillies,Jaggery,Salt,tablespoons Coconut Oil,teaspoon Mustard seeds,Dry Red Chilli,pinch Asafoetida (hing),sprig Curry leaves"
5085,"cup Chana dal (Bengal Gram Dal),Potatoes (Aloo),Green Chilli,Coriander (Dhania) Leaves,Mint Leaves (Pudina),tablespoon Gram flour (besan),teaspoon Chaat Masala Powder,/ teaspoon Red Chilli powder,inch Ginger,/ teaspoon Asafoetida (hing),/ teaspoon Cumin seeds (Jeera),tablespoons Fresh coconut,teaspoon Cardamom Powder (Elaichi),Sunflower Oil"
5086,"cup Chana dal (Bengal Gram Dal),Onions,Green Chillies,inch Ginger,Salt,Sunflower Oil,tablespoon Tamarind Paste,/ teaspoon Turmeric powder (Haldi),teaspoons Coriander Powder (Dhania),teaspoons Red Chilli powder,Shallots,Garlic,sprig Curry leaves,Tomato,Salt,tablespoons Sesame (Gingelly) Oil,/ teaspoon Mustard seeds,/ teaspoon White Urad Dal (Split),/ teaspoon Methi Seeds (Fenugreek Seeds),/ teaspoon Fennel seeds (Saunf),/ cup Fresh coconut,teaspoon Poppy seeds,tablespoons Water"
5087,"cup Sweet corn,Onion,Tomato,Green Bell Pepper (Capsicum),Yellow Bell Pepper (Capsicum),Red Bell pepper (Capsicum),Carrot (Gajjar),/ tablespoon Lemon juice,/ tablespoon Extra Virgin Olive Oil,Green Chilli,teaspoon Tabasco Original,Coriander (Dhania) Leaves,Salt"
5088,"Mango (Ripe),tablespoons Coconut milk,tablespoons Dessicated Coconut,ml Fresh cream,ml Curd (Dahi / Yogurt),tablespoons Caster Sugar,teaspoons Lemon juice,/ Mango (Ripe),tablespoon Dessicated Coconut"
5089,"grams Mutton,teaspoon Cumin powder (Jeera),teaspoon Red Chilli powder,teaspoon Coriander Powder (Dhania),/ teaspoon Turmeric powder (Haldi),teaspoon Salt,teaspoon Lemon juice,Onion,cloves Garlic,inch Ginger,Curry leaves,tablespoon Black pepper powder,teaspoon Fresh coconut,/ teaspoon Salt,/ cup Water,tablespoons Coconut Oil"
5090,"cloves Garlic,cup Kabuli Chana (White Chickpeas),sprig Parsley leaves,teaspoon Red Chilli powder,/ cup Del Monte Tandoori Mayo,Red Bell pepper (Capsicum),Green Bell Pepper (Capsicum),Onion,Mini Pita Breads,Onions,teaspoon Vinegar,Salt,Black pepper powder,cup Iceberg lettuce,sprig Parsley leaves,Extra Virgin Olive Oil,Butter"
5091,"grams Cabbage (Patta Gobi/ Muttaikose),teaspoon Jaggery,Fresh Red Chilli,sprig Curry leaves,teaspoon Mustard seeds,Asafoetida (hing),teaspoons Sunflower Oil,tablespoons Fresh coconut,Salt"
5093,"/ cup Garlic,Dry Red Chillies,teaspoon Cumin seeds (Jeera),Lemon,/ cup Water,Salt"
5094,"grams Spirali pasta,Onion,cloves Garlic,teaspoon Salt,/ teaspoon Whole Black Peppercorns,tablespoon Extra Virgin Olive Oil,tablespoon Fresh cream,/ cup Mozzarella cheese,/ cup Cheddar cheese,/ teaspoon Basil leaves"
5096,"cup Spring Onion Greens,Mango (Raw),Dry Red Chilli,teaspoon Cumin seeds (Jeera),teaspoon Sunflower Oil,/ teaspoon Sugar,Salt"
5097,"cup Ridge Gourd (Turai/ Peerkangai),cup Kaddu (Parangikai/ Pumpkin),cup Brinjal (Baingan / Eggplant),cup Potatoes (Aloo),Drumstick,/ cup Pointed gourd (Parval),/ cup Runner beans,/ cup Mooli/ Mullangi (Radish),Mustard oil,tablespoons Sunflower Oil,tablespoons Dijon Mustard,Green Chillies,/ teaspoon Turmeric powder (Haldi),Salt,/ teaspoon Asafoetida (hing),teaspoons Panch Phoran Masala,/ teaspoon Sugar"
5098,"grams Kaddu (Parangikai/ Pumpkin),sprig Curry leaves,Dry Red Chillies,teaspoons Panch Phoran Masala,/ teaspoon Turmeric powder (Haldi),Salt,Mustard oil"
5100,"cups Baby Potatoes,cup Pearl onions (Sambar Onions),cloves Garlic,inch Ginger,Green Chillies,Bay leaf (tej patta),/ cup Homemade tomato puree,/ cup Curd (Dahi / Yogurt),/ teaspoon Turmeric powder (Haldi),/ teaspoon Kashmiri Red Chilli Powder,teaspoon Coriander Powder (Dhania),teaspoon Garam masala powder,Salt,Coriander (Dhania) Leaves,tablespoons Mustard oil"
5101,"cups Sesame seeds (Til seeds),grams Jaggery,tablespoon Ghee,/ teaspoon Cardamom Powder (Elaichi),Water"
5102,"Pani Puris,/ cup Coriander (Dhania) Leaves,/ cup Mint Leaves (Pudina),Green Chillies,cup Tamarind Water,tablespoon Jaggery,teaspoon Black Salt (Kala Namak),/ teaspoon Cumin powder (Jeera),/ teaspoon Red Chilli powder,teaspoon SSP Asafoetida (Hing),Potatoes (Aloo),/ cup Green Moong Sprouts,teaspoon Chaat Masala Powder,/ teaspoon Cumin powder (Jeera),/ teaspoon Red Chilli powder,Salt"
5103,"cup Mango (Ripe),cup Curd (Dahi / Yogurt),tablespoons Gram flour (besan),/ teaspoon Red Chilli powder,/ teaspoon Turmeric powder (Haldi),teaspoons Jaggery,/ teaspoon Asafoetida (hing),Salt,tablespoon Ghee,/ teaspoon Mustard seeds,/ teaspoon Cumin seeds (Jeera),inch Cinnamon Stick (Dalchini),Dry Red Chilli,teaspoon Ginger,Green Chilli,Curry leaves,tablespoon Coriander (Dhania) Leaves"
5104,"cup Rice flour,teaspoon Corn flour,/ cup Water,/ cup Milk,teaspoon Salt,tablespoon Cardamom Powder (Elaichi),/ cup Fresh coconut,tablespoon Paneer (Homemade Cottage Cheese),/ cup Sugar"
5105,"grams Rajma (Large Kidney Beans),Tortillas,Onion,Tomato,Green Chilli,teaspoon Coriander Powder (Dhania),/ teaspoon Red Chilli powder,teaspoon Garam masala powder,teaspoon Rajma (Large Kidney Beans),teaspoon Lemon juice,teaspoon Sunflower Oil,Onion,teaspoon Lemon juice,Salt"
5106,"Carrots (Gajjar),/ cup Green Moong Sprouts,/ cup Green Bell Pepper (Capsicum),/ cup Fresh coconut,/ cup Raw Peanuts (Moongphali),tablespoon Lemon juice,Black pepper powder,Salt,Salt"
5107,"cup Rajma (Large Kidney Beans),Potatoes (Aloo),Green Chillies,/ cup Coriander (Dhania) Leaves,/ tablespoon Red Chilli powder,/ tablespoon Coriander Powder (Dhania),/ tablespoon Cumin powder (Jeera),/ tablespoon Garam masala powder,/ tablespoon Amchur (Dry Mango Powder),tablespoon Gram flour (besan),Salt,Sunflower Oil"
5110,"Spring Onion Bulbs,Carrot (Gajjar),cloves Garlic,Carrot (Gajjar),cup Green beans (French Beans),cup Button mushrooms,stalk Spring Onion Greens,Salt,teaspoon Whole Black Pepper Corns,cups Water,/ Lemon"
5111,"Bimbla (Bilimbi),Cup Fresh coconut,teaspoon Red Chilli powder,teaspoon Turmeric powder (Haldi),Grams Jaggery,Tablespoon Sunflower Oil,teaspoon Methi Seeds (Fenugreek Seeds),teaspoon White Urad Dal (Split),teaspoon Mustard seeds,Curry leaves,Asafoetida (hing),Salt"
5112,"cup Whole Wheat Flour,Onion,inch Ginger,Green Chillies,tablespoon Coriander (Dhania) Leaves,tablespoon Mint Leaves (Pudina),/ teaspoon Turmeric powder (Haldi),Asafoetida (hing),/ teaspoon Cumin seeds (Jeera),/ teaspoon Ajwain (Carom seeds),/ teaspoon Red Chilli powder,/ teaspoon Anardana Powder (Pomegranate Seed Powder),Ghee,Salt"
5113,"Whole Wheat Brown Bread,grams Feta Cheese,Extra Virgin Olive Oil,Kiwi,Onion,Parsley leaves,teaspoon Tabasco Original,teaspoon Honey,Lemon juice,Salt"
5114,"All Purpose Pie Crust,grams Spinach Leaves (Palak),/ cup Britannia Cream Cheese,cup Cheddar cheese,cloves Garlic,Salt and Pepper,tablespoon Extra Virgin Olive Oil"
5115,"cup Fresh coconut,teaspoon Mustard seeds,Dry Red Chilli,teaspoon Jaggery,/ teaspoon Turmeric powder (Haldi),/ teaspoon Salt,teaspoon Tamarind Paste,tablespoon Sunflower Oil,/ teaspoon Mustard seeds,/ teaspoon Black Urad Dal (Split),/ teaspoon Chana dal (Bengal Gram Dal),Raw Peanuts (Moongphali),Curry leaves,Dry Red Chilli,pinch Asafoetida (hing),cup Rice"
5116,"Dry Red Chillies,tablespoons Coriander (Dhania) Seeds,tablespoon Fennel seeds (Saunf),tablespoon Cumin seeds (Jeera),tablespoons Poppy seeds,Cloves (Laung),inch Cinnamon Stick (Dalchini),Star anise,Cardamom (Elaichi) Pods/Seeds,Black cardamom (Badi Elaichi),cup Kala Chana (Brown Chickpeas),teaspoon Mustard seeds,teaspoon Cumin seeds (Jeera),cloves Garlic,tablespoon Jaggery,cup Tamarind Water,tablespoons Fresh cream,Salt,Coriander (Dhania) Leaves,Sunflower Oil"
5119,"Crabs,Potatoes (Aloo),Onion,teaspoon Garlic,teaspoon Ginger,teaspoon Turmeric powder (Haldi),teaspoon Red Chilli powder,teaspoon Cumin powder (Jeera),teaspoon Coriander Powder (Dhania),Salt,/ teaspoon Sugar,tablespoons Homemade tomato puree,Green Chillies,Cardamom (Elaichi) Pods/Seeds,Cloves (Laung),/ inch Cinnamon Stick (Dalchini),/ teaspoon Garam masala powder,tablespoons Mustard oil"
5120,"kg Poha (Flattened rice),tablespoons Mustard seeds,teaspoon Cumin seeds (Jeera),teaspoon Turmeric powder (Haldi),ml Peanut oil,tablespoons White Urad Dal (Split),tablespoons Roasted Gram Dal (Pottukadalai),teaspoon Asafoetida (hing),/ cup Raw Peanuts (Moongphali),Curry leaves,Green Chillies,teaspoons Citric acid crystals,Salt"
5121,"/ cup Fresh coconut,Dry Red Chillies,teaspoon Mustard seeds,/ teaspoon Turmeric powder (Haldi),grams Tamarind,Salt,/ cup Water,grams Vellai Poosanikai (Ash gourd/White Pumpkin),/ cup Water,/ teaspoon Turmeric powder (Haldi),Salt,teaspoon Sunflower Oil,/ teaspoon Mustard seeds,Dry Red Chillies,sprig Curry leaves"
5122,"grams Chicken,Green Chilli,Salt,teaspoon Black pepper powder,tablespoon Coriander (Dhania) Leaves,teaspoon Ginger Garlic Paste,Sunflower Oil,to  Hard taco shells,cup Cheddar cheese,/ cup Refried beans,/ cup Sour cream,/ cup Guacamole,cup Iceberg lettuce,sprig Spring Onion Greens,sprig Coriander (Dhania) Leaves"
5123,"cup Soy Chunks (Nuggets),Onion,Green Chillies,/ cup Green peas (Matar),tablespoon Sunflower Oil,inch Ginger,cloves Garlic,teaspoon Coriander Powder (Dhania),/ tablespoon Red Chilli powder,/ teaspoon Turmeric powder (Haldi),/ teaspoon Garam masala powder,sprig Coriander (Dhania) Leaves,Salt,teaspoon Sugar"
5124,"/ cup Brown Sugar (Demerara Sugar),cup Instant Oats (Oatmeal),cup All Purpose Flour (Maida),/ teaspoon Baking powder,/ teaspoon Salt,grams Butter,Whole Egg,/ cup Icing Sugar,cups Hung Curd (Greek Yogurt),teaspoon Vanilla Extract,Lemon zest,cup Fresh Figs,/ cup All Purpose Flour (Maida),/ cup Blueberries,/ teaspoon Nutmeg powder"
5125,"cup Spinach,sprig Basil leaves,cloves Garlic,/ cup Milk,Salt"
5126,"Raw Banana,Potatoes (Aloo),teaspoon Turmeric powder (Haldi),teaspoon Panch Phoran Masala,teaspoon Red Chilli powder,Tomato,inch Ginger,Green Chillies,teaspoon Cumin seeds (Jeera),/ teaspoon Sugar,teaspoon Turmeric powder (Haldi),teaspoon Cumin powder (Jeera),teaspoon Garam masala powder,/ teaspoon Red Chilli powder,Bay leaf (tej patta),sprig Coriander (Dhania) Leaves"
5128,"grams Chicken,Potato (Aloo),Onion,Green Chillies,teaspoon Ginger Garlic Paste,Whole Egg,sprig Coriander (Dhania) Leaves,sprig Mint Leaves (Pudina),Salt,tablespoon Black pepper powder,Sunflower Oil"
5129,"cup Sabudana (Tapioca Pearls),Potatoes (Aloo),Green Chillies,inch Ginger,/ teaspoon Turmeric powder (Haldi),/ cup Roasted Peanuts (Moongphali),Coriander (Dhania) Leaves,teaspoon Cumin seeds (Jeera),Salt,Ghee"
5130,"cups Watermelon,Carrot (Gajjar),Green Bell Pepper (Capsicum),cup Homemade tomato puree,teaspoons Ajwain (Carom seeds),teaspoon Turmeric powder (Haldi),teaspoon Cumin powder (Jeera),/ teaspoon Red Chilli powder,Dry Red Chillies,sprig Coriander (Dhania) Leaves,Salt"
5131,"cups Rice,Cardamom (Elaichi) Pods/Seeds,Bay leaf (tej patta),inch Cinnamon Stick (Dalchini),Cloves (Laung),tablespoon Ghee,cup Milk,cup Kala Chana (Brown Chickpeas),Carrot (Gajjar),grams Green beans (French Beans),Onion,cloves Garlic,inch Ginger,Tomatoes,Green Chilli,tablespoon Red Chilli powder,teaspoon Turmeric powder (Haldi),tablespoon Cumin powder (Jeera),teaspoon Coriander Powder (Dhania),tablespoon Garam masala powder,cup Curd (Dahi / Yogurt),Salt,Sunflower Oil,Coriander (Dhania) Leaves,cup Milk,Saffron strands,cup Wheat Berries/ Whole Wheat"
5132,"sprig Coriander (Dhania) Leaves,tablespoons Gram flour (besan),Potato (Aloo),/ teaspoon Turmeric powder (Haldi),Salt,teaspoons Sesame (Gingelly) Oil,/ teaspoon Mustard seeds,Green Chillies,/ teaspoon Cumin seeds (Jeera),Asafoetida (hing)"
5133,"cup Corn meal,cup Milk,cups Water,/ teaspoon Whole Black Peppercorns,Bay leaf (tej patta),tablespoon Butter,Salt,Button mushrooms,Onion,cloves Garlic,Parsley leaves,/ teaspoon Whole Black Peppercorns,teaspoon All Purpose Flour (Maida),/ cup Vegetable stock,tablespoon Extra Virgin Olive Oil,Salt,Parmesan cheese"
5134,"Bok Choy,Apple,Carrot (Gajjar),Onion,teaspoon Sesame seeds (Til seeds),tablespoons Peanut Butter,tablespoons Dijon Mustard,tablespoon Red Chilli sauce,teaspoons Vinegar,tablespoon Extra Virgin Olive Oil,Salt,Whole Black Peppercorns"
5136,"Potatoes (Aloo),Stone flower,Star anise,inch Cinnamon Stick (Dalchini),Cardamom (Elaichi) Pods/Seeds,teaspoon Fennel seeds (Saunf),Onion,Tomato,cloves Garlic,inch Ginger,sprig Coriander (Dhania) Leaves,sprig Mint Leaves (Pudina),Green Chilli,teaspoon Red Chilli powder,tablespoon Coriander Powder (Dhania),/ teaspoon Turmeric powder (Haldi),teaspoon Garam masala powder,Salt,/ cup Fresh coconut,tablespoons Poppy seeds"
5137,"Broccoli,grams Tofu,tablespoon Sunflower Oil,tablespoon Soy sauce,ml Coconut milk,Vegetable stock,Salt,Lemon wedges,Lemongrass,Thai basil leaves,inch Galangal,Kaffir lime leaves,Shallots,sprig Coriander (Dhania) Leaves,Garlic"
5138,"Baguette,grams Cherry tomatoes,cloves Garlic,tablespoon Extra Virgin Olive Oil,sprig Fresh Thyme leaves,/ cup Ricotta Cheese,teaspoon Whole Black Peppercorns,Sea salt,Chilli oil,Basil leaves"
5139,"cups Basmati rice,/ teaspoon Cumin seeds (Jeera),/ teaspoon Turmeric powder (Haldi),Bay leaf (tej patta),Cloves (Laung),Black cardamom (Badi Elaichi),/ Inch Cinnamon Stick (Dalchini),/ Tablespoon Ginger Garlic Paste,Green Chillies,Onion,Tomato,/ Cup Green peas (Matar),Salt,Sunflower Oil,Tablespoon Lemon juice"
5141,"grams Mutton,cup Curd (Dahi / Yogurt),/ cup Onion,teaspoon Ginger,teaspoon Garlic,teaspoon Salt,Bay leaves (tej patta),Dry Red Chillies,Whole Black Peppercorns,inch Cinnamon Stick (Dalchini),Cloves (Laung),Cardamom (Elaichi) Pods/Seeds,tablespoon Ghee,tablespoon Onion,tablespoon Poppy seeds,tablespoon Cashew nuts,tablespoon Melon seeds,teaspoon Nutmeg powder,teaspoon Mace (Javitri),teaspoon Sugar,Salt,tablespoon Ghee"
5142,"cup Kala Chana (Brown Chickpeas),Pearl onions (Sambar Onions),tablespoon Sambar Powder,teaspoon Turmeric powder (Haldi),teaspoon Jaggery,cup Tamarind Water,/ cup Homemade tomato puree,/ teaspoon Mustard seeds,/ teaspoon Methi Seeds (Fenugreek Seeds),sprig Curry leaves,Salt,Sesame (Gingelly) Oil"
