,TranslatedIngredients
5301,"war pods,green chillies,amla,mustard,cumin seeds,asafoetida,turmeric powder,coriander powder,spoon whole black pepper,salt,as per taste"
5302,"s khoya (mawa),poppy seeds,dry dates powder (kharik pud),caster sugar,hee,milk,s all purpose flour (maida),sooji (semolina/ rava),ram flour (besan),hee"
5303,"black rice,coconut milk,s water,palm sugar,salt,ripe bananas,palm sugar"
5304,"boneless chicken,onion,parsley leaves,dry red chilli,soy sauce,salt,white pepper powder,red chilli sauce,chinese  spice powder,sprinonion (bulb &reens),inger,arlic,sunflower oil"
5305,"basmati rice,chana dal (bengalram dal),fresh coconut,sugar,cardamom powder (elaichi),saffron strands,badam (almond),pistachios,cashew nuts,raisins,hee"
5306,"sesame (gingelly) oil,honey,cumin powder (jeera),black pepper powder,vinegar,carrot (gajjar),red cabbage,onion,raw peanuts (moongphali)"
5307,"jowar seeds,reen beans (french beans),carrots (gajjar),green chilli,spricurry leaves,coriander (dhania) leaves,mustard seeds,sunflower oil,salt"
5308,"red matta rice,s water,salt"
5309,"basmati rice,reen peas (matar),carrot (gajjar),reen beans (french beans),onion,salt,coriander (dhania) leaves,mint leaves (pudina),sunflower oil,arlic,green chillies,cumin seeds (jeera),mustard seeds,bay leaf (tej patta),cloves (laung)"
5310,"s roasted peanuts (moongphali),onion,cumin seeds (jeera),sambar powder,tamarind paste,spricoriander (dhania) leaves,tomato,spricurry leaves,sunflower oil,dry red chillies,mustard seeds"
5311,"bread loaf,hee,carrots,cabbage,onion,tomato,inchinger,clovesarlic,rye,asafoetida,aram masala powder,salt,green chili"
5312,"baby spinach,paneer (homemade cottage cheese),cumin seeds (jeera),red chilli powder,turmeric powder (haldi),aram masala powder,arlic,green chillies,mustard oil,salt,ram flour (besan),green chillies,onion,red chilli powder,turmeric powder (haldi),aram masala powder,mustard oil,salt,water"
5313,"paneer (homemade cottage cheese),curd (dahi / yogurt),ram flour (besan),red chilli powder,kasuri methi (dried fenugreek leaves),aram masala powder,salt,cashew nuts,onion,green chillies,inchinger,clovesarlic,cardamom (elaichi) pods/seeds -  de,sunflower oil"
5314,"rice,quinoa,salt,bakinsoda,jaggery,cardamom powder (elaichi),ghee"
5315,"whole wheat flour,all purpose flour (maida),instant oats (oatmeal),curd (dahi / yogurt),whole eggs,bakinpowder,orange zest (rind),fresh orange juice,salt,sunflower oil"
5316,"blackram,cardamom,onion,cinnamon,inchinger,green chillies,tomato puree,small spoon turmeric powder,pomegranate,coriander powder,aram masala powder,amchur,red chilli powder,oil,salt,cut  inchinger,lemon"
5318,"idli rice,fresh coconut,dry red chillies,salt,tamarind paste,jaggery,water,coconut oil,white urad dal (split),chana dal (bengalram dal),curry leaves,dry red chillies,roasted peanuts (moongphali)"
5319,"sprinroll wrappers,cabbage (pattaobi/ muttaikose),carrots (gajjar),reen bell pepper (capsicum),onions,inger,salt and pepper,all purpose flour (maida),sunflower oil"
5320,"rice ada,avocados,brown sugar (demerara sugar),cashew nuts,badam (almond),s milk,saffron strands,s water,cardamom (elaichi) pods/seeds,kesar milk masala,kesar milk masala"
5321,"chicken legs,lemon juice,salt,ingerarlic paste,kashmiri red chilli powder,curd (dahi / yogurt),onions,inchinger,cardamom (elaichi) pods/seeds,inch cinnamon stick (dalchini),bay leaf (tej patta),homemade tomato puree,honey,turmeric powder (haldi),red chilli powder,cumin powder (jeera),aram masala powder,salt,mustard oil,coriander (dhania) leaves"
5322,"chinese potato,turmeric powder (haldi),shallots,clovesarlic,red chilli flakes,salt,spricurry leaves,coconut oil,fresh coconut"
5323,"potatoes (aloo),corn flour,red chilli powder,arlic powder,onion powder,salt,butter,sunflower oil"
5324,"whole wheat brown bread,sunflower oil,mustard seeds,cumin seeds (jeera),green chillies,onion,tomato,cabbage (pattaobi/ muttaikose),carrots (gajjar),reen bell pepper (capsicum),red chilli powder,chaat masala powder,tomato ketchup,salt,coriander (dhania) leaves"
5325,"chicken breasts,potato (aloo),onion,green chillies,fennel seeds (saunf),aram masala powder,turmeric powder (haldi),red chilli powder,coriander (dhania) leaves,salt,sunflower oil,whole eggs,whole wheat bread crumbs"
5326,"del monte farfalle pasta,button mushrooms,onion,clovesarlic,tomatoes,cherry tomatoes,basil leaves,parsley leaves,green olives,black olives,mozzarella cheese,parmesan cheese,whole wheat bread crumbs,whole black peppercorns,extra virgin olive oil,butter,salt"
5327,"vivatta maida,hee,salt,ajwain (carom seeds),whole black peppercorns,water,sunflower oil"
5328,"driedreen peas (vatana),kalonji (onion nigella seeds),inchinger,onion,tomato,green chillies,turmeric powder (haldi),chaat masala powder,aram masala powder,amchur (dry mango powder),salt,punjabi aloo samosa,sweet chutney (date & tamarind),reen chutney (coriander & mint),sev,onion,fresh pomegranate fruit kernels"
5329,"whole eggs,milk,onion,reen bell pepper (capsicum),tomato,broccoli,red chilli powder,cumin powder (jeera),coriander powder (dhania),turmeric powder (haldi),salt,butter"
5330,"trumpet,green chillies,tamarind paste,clovesarlic,cumin seeds,salt,oil"
5331,"beetroot,tomato,cucumber,inger,lemon juice,coriander (dhania) leaves,black salt (kala namak)"
5332,"all purpose flour (maida),sugar,butter,milk,vanilla extract,bakinpowder,salt,all purpose flour (maida),cocoa powder,sugar,butter,vanilla extract,bakinpowder,milk,salt"
5333,"cauliflower (gobi),reen peas (matar),carrot (gajjar),bay leaves (tej patta),cloves (laung),cumin seeds (jeera),clovesarlic,inchinger,turmeric powder (haldi),red chilli powder,aram masala powder,cumin seeds (jeera),onions,tomatoes,cashew nuts,badam (almond),curd (dahi / yogurt),salt,sunflower oil,spricoriander (dhania) leaves"
5334,"kala chana (brown chickpeas),apple - cut into matchstick,salad leaves,beetroot,lemon juice,salt,extra virgin olive oil,red chilli powder,avocado,walnuts"
5335,"homemade pizza dough,onion,red bell pepper (capsicum),button mushrooms,cabbage (pattaobi/ muttaikose),carrots (gajjar),reen peas (matar),clovearlic,sweet corn,raisins,extra virgin olive oil,soy sauce,red chilli sauce,salt"
5336,"pumpkin,tomatoes,capsicum (green),green chili,mustard,cumin,fenugreek seeds,turmeric powder,sambar powder,jaggery,oil,salt"
5337,"sprinroll wrappers,all purpose flour (maida),hakka noodles,carrot (gajjar),yellow bell pepper (capsicum),cabbage (pattaobi/ muttaikose),eggless mayonnaise,salt and pepper,sunflower oil"
5338,"eggs,onion,garlic,coconut,onion,coriander seeds,tamarind,dry red chili,turmeric powder,water,salt,oil"
5339,"s cauliflower (gobi),mooli/ mullangi (radish),methi leaves (fenugreek leaves),clovesarlic,green chillies,turmeric powder (haldi),red chilli powder,mustard oil,salt"
5340,"small brinjal (baingan / eggplant),sunflower oil,cumin seeds (jeera),whole black peppercorns,mustard seeds,sesame seeds (til seeds),ingerarlic paste,tomatoes,tamarind,red chilli powder,coriander powder (dhania),turmeric powder (haldi),cumin powder (jeera),salt,coriander (dhania) leaves,sunflower oil"
5341,"coriander (dhania) seeds,cumin seeds (jeera),dry red chillies,ajwain (carom seeds),star anise,cardamom (elaichi) pods/seeds,inch cinnamon stick (dalchini),cloves (laung),fennel seeds (saunf),whole black peppercorns,methi seeds (fenugreek seeds),poppy seeds,inch mace (javitri)"
5342,"s whole wheat flour,extra virgin olive oil,active dry yeast,sugar,salt,lukewarm water,s homemade tomato puree,onion,clovesarlic,dried thyme leaves,red chilli flakes,tabasco original,sugar,salt,chicken breasts,barbeque sauce"
5343,"tomato,onions,cumin seeds (jeera),mustard seeds,curry leaves,asafoetida (hing),green chillies,clovesarlic,water,red chilli powder,turmeric powder (haldi),coriander powder (dhania),sunflower oil,salt,coriander (dhania) leaves"
5344,"manathakkali kai vathal,salt,mor milagai (driedreen chillies),coriander (dhania) leaves,sunflower oil,mustard seeds,asafoetida (hing),water,curd (dahi / yogurt)"
5345,"bhindi (lady finger/okra),onion,tomato,inchinger,red chilli powder,turmeric powder (haldi),coriander powder (dhania),curd (dahi / yogurt),ram flour (besan),fennel seeds (saunf),cumin seeds (jeera),kalonji (onion nigella seeds),mustard seeds,ajwain (carom seeds)"
5346,"extra virgin olive oil,onion,clovesarlic,reen bell pepper (capsicum),yellow bell pepper (capsicum),sweet corn,carrot (gajjar),tomato,potato (aloo),whole black peppercorns,pizza seasoning,red chilli flakes,tomato ketchup,salt,tortillas,classic mayonnaise (with egg),iceberlettuce,cheddar cheese"
5347,"s ridgeourd skin (turai/ peerkangai),tamarind,fresh coconut,green chillies,cumin seeds (jeera),butter (unsalted),jaggery,sunflower oil,mustard seeds,cumin seeds (jeera),dry red chillies,spricurry leaves"
5348,"of chicken,onion,tomato,spricurry leaves,ingerarlic paste,turmeric powder,cumin powder,coriander powder,fennel powder,. black pepper powder,salt,water,oil,coriander"
5349,"chicken breasts,basil leaves,homemade pizza and pasta sauce,italian seasoning,clovesarlic,black pepper powder,mozzarella cheese,cheese,butter,extra virgin olive oil"
5350,"whole eggs,onions,arlic,inger,tomatoes,coconut milk,green chillies,turmeric powder (haldi),coriander powder (dhania),red chilli powder,cumin powder (jeera),bay leaf (tej patta),inch cinnamon stick (dalchini),whole black peppercorns,black cardamom (badi elaichi),cardamom (elaichi) pods/seeds,salt,sunflower oil,kasuri methi (dried fenugreek leaves),coriander (dhania) leaves"
5351,"penne pasta,s broccoli,clovesarlic,black pepper powder,italian seasoning,red chilli flakes,mozzarella cheese,extra virgin olive oil,salt,whole wheat flour,milk,fresh cream,salt and pepper,nutmeg"
5352,"button mushrooms,clovesarlic,milk,instant oats (oatmeal),red chilli flakes,spribasil leaves,salt,whole wheat flour,salt,sunflower oil,paneer (homemade cottage cheese),dried oregano,salt"
5353,"jowar flour,ram flour,inchinger,clovesarlic,red chili powder,turmeric powder,yogurt,salt,sesame seeds (white),oil"
5354,"whole wheat flour,jowar flour (sorghum),hee,ajwain (carom seeds),whole black peppercorns,turmeric powder (haldi),dryinger powder,salt"
5356,"chicken,methi leaves (fenugreek leaves),onions,tomatoes,clovesarlic,inchinger,fennel seeds (saunf),inch cinnamon stick (dalchini),whole black peppercorns,red chilli powder,turmeric powder (haldi),aram masala powder,cumin powder (jeera),salt,sunflower oil"
5358,"guava,green chillies,peanuts,parsley,clovesarlic,lemon juice,ood,oil,salt,black urad dal (split),curry leaves"
5359,"fresh cream,mango pulp (puree),sugar,mango (ripe)"
5360,"s badam (almond),s milk,sugar,hee"
5361,"onions,dry red chillies,tomatoes,spricurry leaves,mustard seeds,white urad dal (split),salt,water,ingelly oil,tamarind paste,sugar"
5362,"fresh coconut,all purpose flour (maida),sugar,bakinpowder,milk,sunflower oil"
5363,"raw banana,onion,fresh coconut,turmeric powder (haldi),red chilli powder,asafoetida (hing),salt,sunflower oil"
5364,"button mushrooms,carrot (gajjar),cauliflower (gobi),baby potatoes,clovesarlic,dried oregano,dried thyme leaves,red chilli flakes,basil leaves,salt,extra virgin olive oil"
5365,"red bell pepper (capsicum),carrot (gajjar),onion,potatoes (aloo),reen zucchini,baby corn,clovesarlic,extra virgin olive oil,salt,black pepper powder,cherry tomatoes,parsley leaves,mustard sauce,honey,vinegar,water,dried oregano,water,dried oregano"
5366,"whole eggs,mustard seeds,panch phoran masala,green chillies,fresh coconut,turmeric powder (haldi),coconut milk,sunflower oil,salt,sugar,onion"
5367,"colocasia root (arbi),tamarind paste,green chillies,sesame seeds (til seeds),salt,sunflower oil,mustard seeds,cumin seeds (jeera),turmeric powder (haldi),curry leaves,coriander (dhania) leaves"
5368,"dry beans,extra virgin olive oil,clovesarlic,onions,homemade tomato puree,brown sugar (demerara sugar),cumin powder (jeera),cayenne pepper,salt,to  s water,coriander (dhania) leaves,slices whole wheat brown bread"
5369,"cocoa powder,brown sugar (demerara sugar),ragi flour (finger millet/ nagli),whole wheat flour,butter (unsalted),whole eggs,vanilla extract,salt,bakinpowder,milk,slivered almonds (badam)"
5370,"tofu,orange zest (rind),corn flour,whole black peppercorns,all spice powder,rice vinegar,brown sugar (demerara sugar),fresh orange juice,sriracha sauce,inger,sesame (gingelly) oil,sesame seeds (til seeds),salt"
5371,"s rice,white urad dal (whole),methi seeds (fenugreek seeds),salt,spinach leaves (palak),coriander (dhania) leaves,sunflower oil"
5372,"paneer (homemade cottage cheese),onions,tomatoes,inger,arlic,turmeric powder (haldi),cumin seeds (jeera),red chilli powder,aram masala powder,kasuri methi (dried fenugreek leaves),salt,sunflower oil"
5373,"reen chawli beans (yard lonbeans/karamani/barbati),sunflower oil,mustard seeds,white urad dal (split),turmeric powder (haldi),asafoetida (hing),spricurry leaves,fresh coconut,dry red chillies,salt"
5374,"broken raw rice,water,salt,fresh coconut,butter,ghee"
5375,"s cooked rice,butter,clovesarlic,rosemary,dried thyme leaves,red chilli flakes,salt,coriander (dhania) leaves"
5376,"ram flour (besan),instant oats (oatmeal),whole wheat flour,kashmiri red chilli powder,sunflower oil,cookinsoda,salt,water,reen moonsprouts,chickpea sprouts,onion,tomato,spricoriander (dhania) leaves,lemon juice,chaat masala powder,green chilli,sev"
5377,"raw papaya,fresh coconut,sprigs curry leaves,green chillies,cumin seeds (jeera),rice,whole black peppercorns,curd (dahi / yogurt),coconut oil,mustard seeds,spricurry leaves"
5378,"blueberries,kale,red cabbage,cucumber,avocado,iceberlettuce,red onion,red yellow andreen bell peppers (capsicum),beetroot,curd (dahi / yogurt),extra virgin olive oil,lemon juice,sea salt,black pepper powder,badam (almond),flax seeds"
5380,"baked beans,britannia cheese spread,clovesarlic,sprisprinonion (bulb &reens),cumin powder (jeera),red chilli powder,spricoriander (dhania) leaves,salt,extra virgin olive oil"
5381,"shell pasta,mint leaves (pudina),coriander (dhania) leaves,green chillies,clovesarlic,extra virgin olive oil,lemon juice,salt,black pepper powder,parsley leaves,sprinonion (bulb &reens)"
5383,"raw banana,green chillies,inchinger,red chilli powder,cumin powder (jeera),chaat masala powder,spricoriander (dhania) leaves,sunflower oil,ram flour (besan),salt"
5384,"chana dal (bengalram dal),fennel seeds (saunf),cumin seeds (jeera),green chillies,curry leaves,onion,coriander (dhania) leaves,inchinger,clovesarlic,salt,sunflower oil,bakinsoda"
5385,"chicken,sunflower oil,clovesarlic,red chilli powder,cumin powder (jeera),black pepper powder,turmeric powder (haldi),aram masala powder,cheese,coriander powder (dhania),whole wheat flour,active dry yeast,all purpose flour (maida),curd (dahi / yogurt),sugar,salt,water,butter,butter,kalonji (onion nigella seeds),butter,coriander (dhania) leaves"
5387,"brinjals,onions,oil,budarlic,green chillies,inger,red chilli powder,coriander powder,asafoetida,turmeric powder,reen coriander,salt"
5388,"ram flour,rice flour,turmeric powder,red chilli powder,bakinsoda,salt,oil,potatoes,mash,rye,green chillies,spricurry leaves,inchinger,turmeric powder,red chilli powder,asafoetida"
5389,"s all purpose flour (maida),sooji (semolina/ rava),active dry yeast,salt,honey,lukewarm water,extra virgin olive oil,sooji (semolina/ rava),homemade pizza and pasta sauce,mozzarella cheese,basil leaves,dried oregano,red chilli flakes"
5390,"rice,fresh coconut,jaggery,cardamom powder (elaichi),salt,ghee,jackfruit ripe (kathal)"
5391,"s basmati rice,avarekalu / lilva beans,onion,tomato,coriander powder (dhania),red chilli powder,aram masala powder,bay leaf (tej patta),cinnamon stick (dalchini),green chillies,hee,salt,sprimint leaves (pudina),cinnamon stick (dalchini),cloves (laung),cardamom (elaichi) pods/seeds,clovesarlic,inchinger,green chilli,mint leaves (pudina),coriander (dhania) leaves"
5392,"green chillies,clovesarlic,sunflower oil,cumin seeds (jeera),asafoetida (hing),salt,lemon juice"
5393,"chicken legs,tandoori masala,lemon,curd (dahi / yogurt),red chilli sauce,tomato ketchup,homemade tomato puree,dessicated coconut,honey,cashew nuts,poppy seeds,salt,ingerarlic paste,red chilli powder,cumin powder (jeera),cumin powder (jeera)"
