,TranslatedIngredients
6671,"500 grams Mutton,2 Onions - pureed,2 Tomatoes - pureed,Salt - to taste,1 teaspoon Sunflower Oil,2 tablespoon Fresh cream,2 cups Coriander (Dhania) Leaves,2 tablespoon Mint Leaves (Pudina),8 Green Chillies - adjustable,2 Cloves (Laung),2 inch Cinnamon Stick (Dalchini),2 Cardamom (Elaichi) Pods/Seeds,1/2 Star anise,2 tablespoon Ginger - chopped,2 tablespoon Garlic - chopped"
6672,"1 Carrots (Gajjar) - sliced into small pieces,2 Avocado - mashed,1 Cucumber - cut into small pieces,1/4 cup Cherry tomatoes - halved,1/4 cup Black olives - halved,1/4 cup Sweet corn - boiled,1 cup Iceberg lettuce - roughly chopped,1 teaspoon Sesame seeds (Til seeds),1 teaspoon Extra Virgin Olive Oil,1 teaspoon Honey,Salt,Black pepper powder,Mint Leaves (Pudina) - a few sprigs finely chopped,1 teaspoon Dried oregano - crushed (can chop if using fresh oregano)"
6673,"1 cup Pink Masoor Dal (Split),10 Shallot,1 Tomato - roughly chopped,2 Green Chillies - roughly chopped,1/2 teaspoon Cumin seeds (Jeera),1 Bay leaf (tej patta),1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,1 teaspoon Coriander Powder (Dhania),Salt - to taste,Ghee - for seasoning"
6674,"1 Brinjal (Baingan / Eggplant) - cut into 1/2 inch discs,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 1/2 tablespoons Mustard seeds,1 tablespoon Poppy seeds,Mustard oil - as required,1 teaspoon Panch Phoran Masala,4 Green Chillies,1/2 cup Curd (Dahi / Yogurt),Salt - to taste"
6675,"1 cup Basmati rice,3/4 cup Fresh coconut - grated,3/4 cup Jaggery - grated,1/2 teaspoon Saffron strands,9-10 Cloves (Laung),4 tablespoons Ghee,2 cups Water,1/4 cup Mixed nuts - chopped (raisins"
6676,"5 Potatoes (Aloo) - cut into large cubes,1 cup Brinjal (Baingan / Eggplant) - halved,2 Tomatoes - quartered,1 Onion,2 Green Chillies - slit to half,4 tablespoon Sambar Powder,1 cup Tamarind Water,1 teaspoon Turmeric powder (Haldi),Salt - to taste,8 cloves Garlic,1 cup Fresh coconut - shredded,3 tablespoons Poppy seeds,2 tablespoons Sesame (Gingelly) Oil - adjustable,1 teaspoon Mustard seeds,1 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Chana dal (Bengal Gram Dal),Asafoetida (hing) - a pinch,8 Curry leaves"
6677,"3 cups Rice,1 cup Black Urad Dal (Split),1 cup Poha (Flattened rice),1/2 cup Sabudana (Tapioca Pearls),1/2 teaspoon Cooking soda - optional,Salt - to taste,Sunflower Oil - as required to grease"
6678,"300 grams Green beans (French Beans) - cut into inch long pieces,2 Onion - thinly sliced,1 teaspoon Mustard seeds,1 sprig Curry leaves,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Black pepper powder,1 teaspoon Coconut Oil,Salt - to taste"
6679,"1/2 cup Arhar dal (Split Toor Dal),1 teaspoon Coriander (Dhania) Seeds,2 Dry Red Chilli,1 cup Fresh coconut - grated,1 Drumstick - cut into 1-inch pieces,1 teaspoon Jaggery - grated,3 Kokum (Malabar Tamarind),Salt - to taste"
6680,"3 Ripe Bananas - cut into thick roundels,1/2 cup Fresh coconut - grated,2 Dry Red Chillies,2 teaspoons Jaggery - grated,Salt - to taste"
6681,"1 cup Rice,1/4 cup Arhar dal (Split Toor Dal),1/4 cup Chana dal (Bengal Gram Dal),2-1/2 Water,1 teaspoon Coconut Oil,1 teaspoon Mustard seeds,5 teaspoons Fresh coconut - grated,2 Green Chillies,1/4 teaspoon Asafoetida (hing),1/2 teaspoon Black pepper powder,1 teaspoon Cumin seeds (Jeera),15 Curry leaves,Salt - as per required,4 sprig Coriander (Dhania) Leaves"
6682,"500 grams Snake gourd (pudulangai) - chopped (preferably lengthwise),4 tablespoons Gram flour (besan) - roasted,1 Onion - finely chopped,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Mustard seeds,1/2 teaspoon Chana dal (Bengal Gram Dal),2 Dry Red Chillies,2 teaspoons Sunflower Oil,Salt - to taste"
6683,"1 cup White Chocolate,1 tablespoon Butter (unsalted),1/3 cup Condensed Milk,1/2 cup Pistachios - chopped"
6684,"2 cups Sev - Bhujia  (you can use any sev),1/2 cup Onions - finely chopped,1/2 cup Tomatoes - finely chopped,1/4 cup Cucumber - finely chopped,1 Green Chilli - finely chopped,2 tablespoons Coriander (Dhania) Leaves - finely chopped,1/4 cup Green Channa Sprouts - optional of your choice,2 tablespoons Sweet Chutney (Date & Tamarind),1 tablespoon Green Chutney (Coriander & Mint),1 teaspoon Lemon juice,1/4 teaspoon Chaat Masala Powder,Salt and Pepper - to taste"
6685,"2 cups maida (all purpose flour), 3 tablespoons oil, 1/4 tsp celery, 1/2 tsp lemon juice, 4 potatoes - boil, 1/2 cup green peas - boil Boil and chop, 1/4 tsp rye, 1/4 tsp coriander seeds, 1/4 cup onion - finely chopped, 5 curry leaves, 3 green chilies - finely chopped, 1 inch ginger - grated , 1/2 tsp red chilli powder, 1/2 tsp coriander powder, 1/2 tsp turmeric powder, 1 tsp garam masala powder, salt - as per taste, oil - as per use"
6686,"150 grams Elephant yam (Suran/Senai/Ratalu) - peeled and diced,1 tablespoon Sunflower Oil,1/2 tablespoon Coriander (Dhania) Seeds,1/2 tablespoon Cumin seeds (Jeera),3 Dry Red Chilli,1/2 tablespoon Tamarind Paste,Salt - to taste,Water - as required,1 tablespoon Sunflower Oil,1/2 tablespoon Mustard seeds,1/4 teaspoon Asafoetida (hing),5 Curry leaves,1/2 tablespoon Chana dal (Bengal Gram Dal)"
6687,"1 cup Rice,1 cup Yellow Moong Dal (Split),Salt - to taste,2 tablespoons Figaro Pure Olive Oil - plus more,1 teaspoon Cumin seeds (Jeera),1 inch Ginger - grated,1 teaspoon Whole Black Peppercorns - coarsely pounded,2 tablespoons Cashew nuts - halved,1 sprig Curry leaves"
6688,"1 Cup Green Moong Dal (Whole) - soaked overnight,2 Tablespoon Ghee,5 cloves Garlic - minced,1 teaspoon Black pepper powder,1 teaspoon Cumin seeds (Jeera),1 teaspoon Red Chilli powder,1/2 teaspoon Garam masala powder,1/2 Cup Hung Curd (Greek Yogurt),Salt - to taste"
6689,"1 cup coconut - grated, 2 green chillies - chopped, 2 sprigs of green coriander - chopped, 4 curry leaves, 1/4 cup peanuts - roasted, salt - or rock salt (as per taste)"
6690,"1/2 cup green moong dal, 1/2 teaspoon cumin seeds, 4 curry leaves - chopped, 1/2 teaspoon ginger - grated, 1 teaspoon green chilli - finely chopped, 1/2 teaspoon turmeric powder, 1 teaspoon lemon juice, 2 tablespoons coriander leaves - finely chopped, 1 teaspoon oil, salt - as per taste"
6691,"1-1/2 cup Gawar Phali (Kothavarangai / Cluster beans) - cut into small pieces,1 Onion - finely chopped,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Garlic - minced,Sunflower Oil - as required,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Cumin powder (Jeera),1 teaspoon Red Chilli powder,Salt - as required"
6692,"250 grams Tofu - cut into cubes,1 cup Quinoa,3 to 4 Spring Onion Greens - greens and bulbs chopped,2 to 3 Thai Red chilli (Birds Eye Chilli) - finely chopped,2 to 3 cloves Garlic - minced,1 tablespoon Sesame (Gingelly) Oil,1 teaspoon Ginger - finely chopped,1 Red Bell pepper (Capsicum) - diced,2 Carrots (Gajjar) - sliced,3 tablespoons Roasted Peanuts (Moongphali) - roasted and crushed,2 tablespoon Soy sauce - or thai fish sauce,2 tablespoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce),1 tablespoon Rice Vinegar,1/2 teaspoon Brown Sugar (Demerara Sugar),4 to 5 tablespoons Vegetable stock,1 teaspoon Corn flour,2 teaspoon Lemon juice,Salt - to taste,8 to 9 Thai basil leaves - torn,2 sprigs Coriander (Dhania) Leaves - chopped"
6693,"375 gram All Purpose Flour (Maida),125 Whole Wheat Bread crumbs,250 gram Sugar - (you can substitute with palm granulated sugar),25 gram Milk Powder,175 ml Lukewarm Water,1/4 teaspoon Salt,1 teaspoon Baking soda,2 teaspoon Baking powder,2 teaspoon Cinnamon Powder (Dalchini),1/4 teaspoon Vanilla Extract,2 Egg yolks,200 grams Butter,3 tablespoon Sesame seeds (Til seeds)"
6694,"3 cups All Purpose Flour (Maida),1/2 cup Butter (unsalted) - softened,1 cup Curd (Dahi / Yogurt),3 tablespoons Lukewarm Water,1 tablespoon Sugar,2 teaspoons Active dry yeast,1-1/2 teaspoons Salt,2 teaspoons Chaat Masala Powder,1 tablespoon Butter - softened"
6695,"2 Cups Mooli Ke Patte (Radish Greens) - chopped,1 Tomato - chopped,10 Dry Red Chillies - (adjust),2 Green Chillies - split,Salt - to taste,1 teaspoon Turmeric powder (Haldi),2 Tablespoon Sunflower Oil,1 Tablespoon Mustard seeds,1 Tablespoon White Urad Dal (Split),1 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Asafoetida (hing),5 Curry leaves,3 cloves Garlic,2 inch Tamarind"
6696,"4 teaspoons Sabza seeds, 3 cups cold water, 1 cup ice, 3 Lemon - Ras nikal, 4 tablespoons sugar - PC, black salt or rock salt - according to taste, cumin powder - a pinch, pepper powder - a pinch , Peppermint - for garnish"
6697,"1/2 cup Arhar dal (Split Toor Dal) - cooked,2 Tomatoes - roughly chopped,20 grams Tamarind - lemon sized,1 teaspoon Jaggery,1 Green Chilli - slit,1 sprig Curry leaves,2 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),2 teaspoons Ghee,Salt - Salt for taste,2 teaspoons Chana dal (Bengal Gram Dal),2 teaspoons Coriander (Dhania) Seeds,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Black pepper powder,2 Kashmiri dry red chillies,1/4 cup Fresh coconut - grated"
6698,"4 Hard taco shells,1 cup Summer Salad,1/2 cup Refried beans - homemade,1/2 cup Sour cream - homemade,1/4 cup Tomato Salsa - homemade,1/4 cup Guacamole - homemade"
6699,"2 cups Elephant yam (Suran/Senai/Ratalu) - cubed,2-1/2 cups Water,8 Garlic - cloves,1 Onion - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1-1/2 teaspoon Red Chilli powder,1/2 teaspoon Black pepper powder,1/2 teaspoon Fennel Powder,1 tablespoon Sunflower Oil,1 teaspoon Mustard seeds,6 Curry leaves"
6700,"1 cup Spring Onion (Bulb & Greens) - chopped,1 cup Spring Onion Greens - chopped,2 cups Dosa rice,1/2 cup Poha (Flattened rice),2 tablespoons White Urad Dal (Split),1 tablespoon Methi Seeds (Fenugreek Seeds),6 Dry Red Chillies,1/4 cup Fresh coconut - grated,2 tablespoon Jaggery - grated,Water - as required for batter,Sunflower Oil - to prepare dosa,Salt - to taste"
6701,"16 to 20 Prawns - medium sized,300 grams Spinach - with leaf torn into half will also do,500 grams Spaghetti Pasta,10 to 12 cloves Garlic - chopped,4 tablespoons Extra Virgin Olive Oil,4 tablespoons Butter,1/2 Lemon zest,5 tablespoons Lemon juice,1 tablespoon Black pepper powder - freshly ground,1 tablespoon Paprika powder,4 tablespoons Parsley leaves - chopped"
6702,"6 Small Brinjal (Baingan / Eggplant) - cut into wedges,1 teaspoon Mustard seeds,1 Onion - chopped,4 cloves Garlic - crushed,1 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 sprig Curry leaves,1 tablespoon White Urad Dal (Split),1 tablespoon Chana dal (Bengal Gram Dal),1 tablespoon Coriander (Dhania) Seeds,1 teaspoon Whole Black Peppercorns,4 Dry Red Chillies"
6703,"300 grams Chicken breasts - cut into big chunks,2 Potato (Aloo) - skin peeled and cut into big chunks,2 Carrot (Gajjar) - skin peeled and cut into big chunks,2 Onion - sliced,4 cloves Garlic - finely chopped,300 ml Coconut milk,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,Sunflower Oil,2 Bay leaf (tej patta),1 teaspoon Cumin seeds (Jeera),1 teaspoon Fennel seeds (Saunf),2 tablespoon Coriander (Dhania) Seeds,1 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),1 Star anise,1 teaspoon Black pepper corns"
6704,"1 cup White Urad Dal (Split) - soaked for 30 minutes,2 cups Sooji (Semolina/ Rava) - (idli rava),1 inch Ginger,1 Green Chilli,Salt - to taste,2 sprig Curry leaves,2 tablespoons Mustard seeds,Sunflower Oil - for the tadka"
6705,"3 Potatoes (Aloo) - boiled and peeled,1 tablespoon Corn flour,1/2 teaspoon Black pepper powder,Salt - to taste,1 cup Mozzarella cheese - cut into small cubes,1/2 cup Whole Wheat Bread crumbs,1 tablespoon All Purpose Flour (Maida),1 teaspoon Corn flour,Sunflower Oil - for deep frying"
6706,"6 Colocasia Leaves (Arbi) - de-stemmed,1-1/2 cups Multigrain flour - or chickpea flour (adjust),2 tablespoon Tamarind Water,2 teaspoons Garlic - grated,1 teaspoon Cumin powder (Jeera),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Asafoetida (hing),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,2-3 teaspoons Jaggery - grated,Salt - to taste,Water - as required to make a thick batter,2 teaspoon Sunflower Oil,2 teaspoons Cumin seeds (Jeera),2 teaspoons Fennel seeds (Saunf),3 teaspoons Sesame seeds (Til seeds)"
6707,"8 Karela (Bitter Gourd/ Pavakkai),Sunflower Oil - coconut oil or mustard oil as required (maximum 3 tablespoons),1 teaspoon Kashmiri Red Chilli Powder,1 teaspoon Garam masala powder,1/2 teaspoon Amchur (Dry Mango Powder),Salt - to taste,1 Onion - (red or white),1 Tomato,1/4 cup Mango (Raw) - chopped,1 Green Chilli,4 cloves Garlic,1 inch Ginger - peeled,1/2 inch Fresh turmeric root - or 1 teaspoon turmeric powder,10 Raw Peanuts (Moongphali),2 teaspoons Coriander (Dhania) Seeds,2 Dry Red Chillies,Tamarind - marble sized,1/2 cup Fresh coconut - grated"
6708,"1 Bottle gourd (lauki) - grated,1 teaspoon Ginger Garlic Paste,1/2 teaspoon Panch Phoran Masala,1 Green Chilli - finely chopped,1/3 cup Gram flour (besan) - (adjust as needed),Salt - to taste,1 teaspoon Ajwain (Carom seeds),1 Bay leaf (tej patta),1 Onion - chopped,2 Tomato - chopped,1 inch Ginger - peeled,5 cloves Garlic,2 Green Chillies,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Cumin powder (Jeera) -,1 tablespoon Coriander Powder (Dhania),Sugar - a pinch,Salt - to taste,Sunflower Oil - to cook,Coriander (Dhania) Leaves - a few sprigs"
6709,"3 Chicken breasts - cut into 1 inch cubes,2 tablespoon Garlic - finely chopped,3 tablespoon Ginger - finely chopped,1 Onion - cut into cubes,2 Green Chilli - chopped,1/4 cup Spring Onion Greens,2 tablespoons Sprig Ginger Teriyaki Sauce -,1 tablespoon Schezwan sauce,1 tablespoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce),1 teaspoon Soy sauce - soy sauce,1 teaspoon Chilli vinegar - chilli vinegar,Salt - to taste,1/2 teaspoon Black pepper powder -,1/2 teaspoon Honey,2 teaspoons Corn flour"
6710,"1/2 cup yogurt, 1/4 cup water, 1 onion - cut thin and straight, 1 green chilli - finely chopped, 2 sprig green coriander - finely chopped, 2 sprig mint - finely chopped, salt - as per taste 1/2 teaspoon cumin powder"
6711,"4 Tortillas,1 cup Paneer (Homemade Cottage Cheese) - grated,1 Onion - finely chopped,1 Tomato - finely chopped,1 Green Chilli - finely chopped,4 tablespoons Coriander (Dhania) Leaves - finely chopped,2 teaspoons Sunflower Oil,Salt - to taste"
6712,"3/4 cup Whole Wheat Flour,1/3 cup Instant Oats (Oatmeal),3 tablespoons Homemade Basil Pesto,1 teaspoon Active dry yeast,2 tablespoons Extra Virgin Olive Oil,1 teaspoon Salt,1 teaspoon Garlic powder"
6713,"2 Brinjal (Baingan / Eggplant),1/4 Cup Extra Virgin Olive Oil - + more for brushing the eggplant,5 - 6 sprig Fresh Thyme leaves - fresh,1/4 cup Fresh Pomegranate Fruit Kernels,1 teaspoon Za'atar,1/4 teaspoon Sumac,Salt and Pepper - to taste,1 Cup Tzatziki,2 tablespoon Extra Virgin Olive Oil,Salt,2 - 3 sprig Fresh Thyme leaves - fresh"
6714,"1 teaspoon Sunflower Oil,3 cloves Garlic - finely chopped,1/2 inch Ginger - finely chopped,1/3 cup Spring Onion (Bulb & Greens) - finely chopped,1/3 cup Coriander (Dhania) Leaves - finely chopped,1/3 cup Carrots (Gajjar) - finely chopped,3 cups Water,Salt - to taste,1 teaspoon Black pepper powder,1 tablespoon Corn flour,1 tablespoon Lemon juice - freshly squeezed"
6715,"300 grams Khoya (Mawa) - crumbled,200 grams Paneer (Homemade Cottage Cheese) - grated,4 tablespoons Milk Powder,3/4 cup All Purpose Flour (Maida),1/4 teaspoon Cardamom Powder (Elaichi),1 tablespoon Sugar - powdered,1-1/2 cups Sugar,1/2 cup Water - to make sugar syrup,1/2 cup Dessicated Coconut,2 cups Ghee - for frying"
6716,"1 cup Whole Wheat Flour,1/3 cup Brown Sugar (Demerara Sugar),1/4 cup Decorative sugar (Cake/ Candy Sprinkles),1/2 teaspoon Cardamom Powder (Elaichi),1 pinch Baking powder,100 grams Butter - (adjust),50 gram Extra Virgin Olive Oil"
6717,"4 Whole Wheat Brown Bread,1 Broccoli - one head,150 grams Paneer (Homemade Cottage Cheese) - cut into small cubes,4 tablespoons Roasted Peanuts (Moongphali) - pound,4 cloves Garlic - chopped,2 tablespoons Red Chilli sauce,1 teaspoon Black pepper powder,Salt - to taste,2 tablespoons Butter,1 teaspoon Sunflower Oil"
6718,"4 Whole Eggs,3 Tomatoes - finely chopped,2 Onions - finely chopped,6 cloves Garlic,1/4 inch Ginger,6 tablespoon Butter,1 Bay leaf (tej patta),1 teaspoon Red Chilli powder,1 tablespoon Garam masala powder,1 teaspoon Kasuri Methi (Dried Fenugreek Leaves),20 Cashew nuts,1 tablespoon Ginger Garlic Paste,Salt - to taste"
6719,"1 cup Rice flour,1/2 cup Gram flour (besan),1/2 cup Whole Wheat Flour,1 Cucumber - grated,1 Carrot (Gajjar) - grated,2 sprig Dill leaves - chopped,1 tablespoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),Salt - to taste"
6720,"1 Banana flower (Vazhaipoo) - cleaned and chopped small,1/4 cup Green peas (Matar),2 Onion - chopped,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 pinch Asafoetida (hing),4 Cloves (Laung) - chopped,1 tablespoon Jaggery,4 tablespoon Malwani masala,3 Kokum (Malabar Tamarind) - chopped finely,Salt - to taste"
6721,"1 cup Horse Gram Dal (Kollu/ Kulith) - soaked for 4 hours,1 Onion - finely chopped,2 Stalk Celery - finely chopped,2 Pickled Jalapenos - finely chopped,3 cloves Garlic - finely chopped,1 Tomato - finely chopped,1/2 teaspoon Red Chilli powder,2 teaspoons Cumin powder (Jeera) - roasted,1 teaspoon Dried oregano,1 Bay leaf (tej patta),1/2 teaspoon Black pepper powder - adjustable,1 tablespoon Extra Virgin Olive Oil,Salt - to taste"
6722,"500 grams Chicken - with bone,1/2 cup Curd (Dahi / Yogurt) - whisked,1/4 cup Milk,1 teaspoon Turmeric powder (Haldi),2 Cardamom (Elaichi) Pods/Seeds,1 Black cardamom (Badi Elaichi),2 sprig Coriander (Dhania) Leaves - chopped,Salt - to taste,Sunflower Oil,2 Onions - chopped,4 cloves Garlic - chopped,1 inch Ginger,2 tablespoon Coriander (Dhania) Seeds,1 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),1 teaspoon Fennel seeds (Saunf),1 teaspoon Whole Black Peppercorns,1 Green Chilli - chopped"
6723,"250 grams Bhindi (Lady Finger/Okra) - sliced in small round shape,1-1/2 tablespoon Gram flour (besan),1-1/2 teaspoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),1-1/2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Amchur (Dry Mango Powder),Salt - as required,Water - as required,Sunflower Oil - as required,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),1 tablespoon Ginger Garlic Paste,1 Green Chilli - finely chopped,2 Onions - finely chopped,Coriander (Dhania) Leaves - finely chopped"
6724,"1 cup raw mango - cut into pieces, 1 cup peppermint - wash and chop, 1/2 cup green coriander - wash and chop, 2 green chillies - chopped, 1/2 tablespoon sugar, salt - water, as per taste - hot"
