,TranslatedIngredients
5818,"basmatirice,cardamomelaichipodsseeds,cloveslaung,cinnamonstickdalchini,corianderdhanialeaves,mintleavespudina,hee,lemonjuice,salt,prawns,ingerarlicpaste,redchillipowder,wholeblackpeppercorns,salt,onions,inger,arlic,,tomatoes,freshcoconut,corianderdhanialeaves,mintleavespudina,curddahiyogurt,cashewnuts,arammasalapowder,sunfloweroil,salt,cashewnuts,raisins,onion,corianderdhanialeaves,mintleavespudina,mintleavespudina"
5819,"arhardaltoordal,potatoaloo,brinjalbainganeggplant,rawbanana,bottleourdlauki,gramtamarind,jaggery,spricurryleaves,mustardseeds,cuminseedsjeera,dryredchilli,sunfloweroil,salt,sunfloweroil,whiteuraddal,freshcoconut,corianderdhaniaseeds,wholeblackpeppercorns,cuminseedsjeera,dryredchillies"
5820,"mutton,mutton,onions,inger,arlic,greenchillies,turmericpowderhaldi,corianderpowderdhania,redchillipowder,curddahiyogurt,mustardoil,mintleavespudina,salt,lemonjuice,corianderdhanialeaves,bayleaftejpatta,cloveslaung,wholeblackpeppercorns,blackcardamombadielaichi,cardamomelaichipodsseeds,inchcinnamonstickdalchini,macejavitri,dryredchillies"
5821,"purposeflourmaida,cocoapowder,brownsugardemerarasugar,wholeeggs,butter,bakinpowder,darkchocolate,vanillaextract,walnuts,dulcedeleche"
5822,"sprispinach,sweetcorn,sunfloweroil,cuminseedsjeera,ingerarlicpaste,greenchillies,cashewnuts,onion,tomato,turmericpowderhaldi,redchillipowder,corianderpowderdhania,salt,milk,arammasalapowder"
5823,"arhardaltoordal,tamarind,shallot,bhindiladyfingerokra,tomatoes,sambarpowder,salt,sesamegingellyoil,mustardseeds,dryredchillies,asafoetidahing,curryleaves,spricorianderdhanialeaves"
5824,"karelabitterourdpavakkai,ramflourbesan,riceflour,curryleaves,redchillipowder,asafoetidahing,turmericpowderhaldi,sunfloweroil,salt,water"
5825,"strawberries,yellowbellpeppercapsicum,onion,iceberlettuce,mintleavespudina,blackpepperpowder,lemonjuice,salt"
5826,"soychunksnuggets,potatoesaloo,onion,inger,arlic,greenchillies,cuminseedsjeera,asafoetidahing,turmericpowderhaldi,corianderpowderdhania,kashmiriredchillipowder,redchillipowder,arammasalapowder,salt,sunfloweroil,kasurimethidriedfenugreekleaves,corianderdhanialeaves"
5827,"chickenbreasts,sweetspicyredchillisaucetomatochillisauce,datesyrup,soysauce,lemonjuice,driedoregano,blackpepperpowder,salt,greenbeansfrenchbeans,butter,clovesarlic,salt,blackpepperpowder,sweetcorn,butter,driedoregano,salt,salt"
5828,"foxtailmillet,arhardal,pilimoondal,chanadal,dryredchillies,spinach,greenchillies,fennel,oil,salt"
5829,"weetbix,palmsugar,mixednuts,cardamompowderelaichi,hee,water,saffronstrands"
5830,"bottleourdlauki,yellowmoondal,onion,tomato,dryredchillies,turmericpowderhaldi,sambarpowder,mustardseeds,cuminseedsjeera,salt,sunfloweroil,hee"
5831,"avarekalulilvabeans,tamarindwater,tomatoes,freshcoconut,jaggery,turmericpowderhaldi,salt,corianderdhaniaseeds,dryredchillies,byadagidriedchillies,cuminseedsjeera,wholeblackpeppercorns,mustardseeds,methiseedsfenugreekseeds,mustardseeds,spricurryleaves,ghee"
5832,"ripebananas,wholewheatflour,bakinpowder,salt,buttermilk,wholeegg,vanillaextract,sunfloweroil,butter"
5833,"milk,foxtailmillet,saffronstrands,freshcoconut,sugar,mixeddryfruits"
5834,"buttonmushrooms,extravirginoliveoil,blackpepperpowder,cheddarcheese,onion,clovesarlic,corianderdhanialeaves,salt,extravirginoliveoil"
5835,"snakeourdpudulangai,masoordal,mustardseeds,cuminseedsjeera,dryredchilli,turmericpowderhaldi,asafoetidahing,sambarpowder,salt,coconutoil,corianderdhanialeaves,freshcoconut,corianderdhaniaseeds,cuminseedsjeera,greenchillies"
5836,"wholewheattawaparatha,lettuceleaves,tomato,onion,acharimayo,bonelesschicken,ingerarlicpaste,lemonjuice,turmericpowderhaldi,ramflourbesan,ajwaincaromseeds,redchillipowder,arammasalapowder,cuminpowderjeera,corianderpowderdhania,curddahiyogurt,salt"
5837,"rawbanana,moolimullangiradish,greenchillies,inger,ramflourbesan,ajwaincaromseeds,redchillipowder,sunfloweroil,salt,onions,tomatoes,ingerarlicpaste,greenchilli,curddahiyogurt,wholecashews,kashmiriredchillipowder,corianderpowderdhania,arammasalapowder,cuminseedsjeera,bayleaftejpatta,cardamomelaichipodsseeds,sunfloweroil,corianderdhanialeaves,salt"
5838,"idiyappam,shallots,freshredchilli,carrotgajjar,reenbellpeppercapsicum,redbellpeppercapsicum,cabbagepattaobimuttaikose,clovesarlic,inchinger,sesamegingellyoil,salt,sprinonionreens"
5839,"reenbeansfrenchbeans,carrotsgajjar,potatoesaloo,turmericpowderhaldi,mustardseeds,whiteuraddal,asafoetidahing,dryredchilli,spricurryleaves,sunfloweroil,salt,freshcoconut,dryredchillies,mustardseeds"
5840,"reenmoondal,rawbananapeel,turmericpowderhaldi,salt,poppyseeds,freshcoconut,roastedramdalpottukadalai,inchcinnamonstickdalchini,greenchilli,spricorianderdhanialeaves,inchinger,mustardseeds,spricurryleaves,asafoetidahing,sunfloweroil"
5841,"broccoli,paneerhomemadecottagecheese,rawpeanutsmoongphali,greenchillies,onions,tomatoes,cuminseedsjeera,wholeblackpeppercorns,kashmiriredchillipowder,arammasalapowder,biryanimasala,turmericpowderhaldi,butter,kasurimethidriedfenugreekleaves,salt"
5842,"wholewheatflour,bakinpowder,sugar,wholeeggs,vanillaextract,extravirginoliveoil,carrotgajjar,cashewnuts"
5843,"shrimps,tofu,iceberlettuce,cabbagepattaobimuttaikose,carrotsgajjar,beetroot,redbabyradish,yellowbellpeppercapsicum,greenchilli,salt,wholeblackpeppercorns,lemonjuice,balsamicvinegar,redchilliflakes,sugar,extravirginoliveoil,corianderdhanialeaves,mintleavespudina,roastedpeanutsmoongphali"
5844,"ciabattabread,pineapple,britanniacreamcheese,honey,extravirginoliveoil,spricorianderdhanialeaves"
5845,"tapiocafloursago,curddahiyogurt,ripebananas,apple,anardanapowderpomegranateseedpowder,honey,badamalmond"
5846,"corianderdhaniaseeds,blackuraddal,roastedramdalpottukadalai,dryredchillies,curryleaves,tamarind,clovesarlic,sunfloweroil,salt"
5847,"ripebananas,apple,rice"
5848,"chickenthighs,onions,butter,extravirginoliveoil,clovesarlic,driedthymeleaves,chickenstock,purposeflourmaida,salt,blackpepperpowder,vinegar,dijonmustard,ruyerecheese"
5849,"vivattamaida,ragiflourfingermilletnagli,flaxseedpowderflaxmeal,pumpkinpuree,sugar,butter,bakinpowder,cinnamonpowderdalchini,wholeegg,milk"
5850,"extravirginoliveoil,butter,redonion,fennelbulb,leek,frenchbeans,celery,sorrelleavesgongura,vegetablestock,salt,blackpepperpowder,tarragon,parsleyleaves,blackeyedbeanslobia,freshcream"
5851,"mangaloreancucumber,mustardseeds,whiteuraddal,onion,clovesarlic,spricurryleaves,turmericpowderhaldi,salt,freshcoconut,dryredchillies,cuminseedsjeera"
5852,"purposeflourmaida,condensedmilk,nutellaspread,butter,bakinpowder,bakinsoda,milk,vanillaextract,vinegar,sugar"
5853,"carrotsgajjar,methileavesfenugreekleaves,onion,cuminseedsjeera,asafoetidahing,redchillipowder,corianderpowderdhania,turmericpowderhaldi,amchurdrymangopowder,salt,sunfloweroil"
5854,"tomatoes,onion,chakundar,clovesarlic,wholeblackpepper,inchcinnamon,long,cardamom,butter,oil,water,milk,salt"
5855,"butter,milk,clovesarlic,britanniacreamcheese,parmesancheese,saltpepper,freshherbs"
5856,"sprinonionreens,boondi,greenchillies,sunfloweroil,cuminseedsjeera,asafoetidahing,arlic,turmericpowderhaldi,corianderpowderdhania,redchillipowder,arammasalapowder,dessicatedcoconut,salt,tomato,water,amchurdrymangopowder"
5857,"methileavesfenugreekleaves,sweetcorn,onion,tomatoes,wholecashews,freshcream,turmericpowderhaldi,redchillipowder,amchurdrymangopowder,sugar,butter,clovescardamomelaichipodsseeds,cuminseedsjeera,inchcinnamonstickdalchini,cloveslaung,wholeblackpeppercorns,wholeblackpeppercorns"
5858,"indianbutterfish,mustardoil,turmericpowderhaldi,kashmiriredchillipowder,dryredchillies,greenchillies,water,corianderdhanialeaves,freshcream,panchphoranmasala,salt"
5859,"babycorn,paneerhomemadecottagecheese,onion,inchinger,clovesarlic,tomatoes,turmericpowderhaldi,arammasalapowder,cardamompowderelaichi,kashmiriredchillipowder,hee,kasurimethidriedfenugreekleaves,sunfloweroil"
5860,"masoordal,dryredchillies,roastedramdalpottukadalai,cuminseedsjeera,tamarind,clovesarlic,salt,mustardseeds,whiteuraddal,dryredchillies,spricurryleaves,asafoetidahing,sunfloweroil"
5861,"bhindiladyfingerokra,pearlonionssambaronions,sunfloweroil,water,corianderdhanialeaves,arlic,onion,reenchilli,redchillipowder,turmericpowderhaldi,corianderpowderdhania,salt,sunfloweroil"
5862,"brinjalbainganeggplant,mustardseeds,whiteuraddal,spricurryleaves,dryredchillies,sunfloweroil,salt,corianderdhanialeaves,greenchillies,inchinger,cuminseedsjeera"
5863,"purposeflourmaida,soojisemolinarava,riceflour,hee,water,sunfloweroil,roastedramdalpottukadalai,freshcoconut,jaggery,cardamompowderelaichi"
5864,"basmatirice,kabulichanawhitechickpeas,sunfloweroil,tomato,onion,cardamomelaichipodsseeds,bayleaftejpatta,inchcinnamonstickdalchini,cloveslaung,ingerarlicpaste,redchillipowder,turmericpowderhaldi,corianderpowderdhania,cuminpowderjeera,salt,corianderdhanialeaves,onion,sunfloweroil,sesamegingellyoil,dates,freshredchilli,salt"
5865,"beetroot,wholewheatflour,bakinpowder,sugar,sunfloweroil,milk,wholeeggs,sunfloweroil"
5866,"mangaloreancucumber,tamarindwater,arhardaltoordal,turmericpowderhaldi,salt,sunfloweroil,corianderdhaniaseeds,cuminseedsjeera,methiseedsfenugreekseeds,whiteuraddal,wholeblackpeppercorns,freshcoconut,dryredchillies,clovesarlic,sunfloweroil,mustardseeds,whiteuraddal,dryredchillies,clovesarlic,spricurryleaves"
5867,"tawaparathas,onion,cabbage,carrots,reenpeas,potato,capsicumgreen,tomato,inchinger,greenchilli,sprigreencoriander,oil,cumin,salt,arammasalapowder"
5868,"ridgeourdturaipeerkangai,blackuraddal,chanadalbengalramdal,greenchilli,mustardseeds,asafoetidahing,turmericpowderhaldi,salt,freshcoconut,tamarindpaste,sunfloweroil"
5869,"sramflourbesan,hee,jaggery,drycoconutkopra,cardamompowderelaichi"
5870,"sunfloweroil,buttonmushrooms,sweetcorn,clovesarlic,onion,turmericpowderhaldi,britanniacheesespread,salt,wholewheatbrownbread,butter,parsleyleaves"
5871,"paneerhomemadecottagecheese,broccoli,soychunksnuggets,corianderdhaniaseeds,cuminseedsjeera,mustardseeds,methiseedsfenugreekseeds,byadagidriedchillies,wholeblackpeppercorns,fennelseedssaunf,curryleaves,clovesarlic,redchillipowder,kashmiriredchillipowder,tamarind,curddahiyogurt,onion,ghee,salt,water,fennelseedssaunf,asafoetidahing,wholewheatflour,salt,sunfloweroil,water"
5872,"chickpeachickpeachickpeas,cardamom,onion,cinnamon,inchinger,greenchillies,tomatopuree,turmericpowder,pomegranatepowder,corianderpowder,arammasalapowder,amchur,redchillipowder,oil,salt,cutinchinger,cutlemon"
5873,"soyachunks,potatoes,onion,inger,arlic,greenchillies,cuminseeds,asafoetida,turmericpowder,corianderpowder,kashmiriredchillipowder,redchillipowder,arammasalapowder,salt,oil,kasurimethi,coriander"
5874,"paneerhomemadecottagecheese,cheese,potatoesaloo,ramflourbesan,salt,redchillipowder,onions,clovesarlic,inchinger,homemadetomatopuree,cashewnuts,freshcream,kashmiriredchillipowder,turmericpowderhaldi,corianderpowderdhania,arammasalapowder,kasurimethidriedfenugreekleaves,corianderdhanialeaves,salt"
5875,"wholewheatflour,sugar,cookinsoda,butter,salt,cardamompowderelaichi,milk,water,sunfloweroil"
5876,"spricurryleaves,chickpealentils,driedredchillies,inchinger,tamarindwater,mustard,dryredchili"
5877,"masoordal,coconutmilk,extravirginoliveoil,onion,clovesarlic,carrotgajjar,redbellpeppercapsicum,tomatoes,turmericpowderhaldi,cuminpowderjeera,greenchilli,saltpepper,corianderdhanialeaves,kabulichanawhitechickpeas,sunfloweroil"
5878,"badiwadi,onion,clovesarlic,greenchilli,mustardoil,salt"
5879,"cauliflowergobi,potatoesaloo,poppyseeds,greenchillies,kalonjionionnigellaseeds,greenchillies,mustardoil,turmericpowderhaldi,salt,sugar,corianderdhanialeaves"
5880,"kabulichanawhitechickpeas,makkikaattayellowcornmealflour,greenchillies,clovesarlic,salt,spinachleavespalak,bathualeaves,mustardreens,hee,inchinger,clovesarlic,onions,tomatoes,redchillipowder,salt,cuminpowderjeera,corianderpowderdhania,arammasalapowder,turmericpowderhaldi,whitebutter"
5881,"oliveoil,clovesarlic,onion,salt,rosemary,rice,oliveoil,redchilliflax,salt,capsicumgreen,mixedherbs,capsicumred,capsicum,parsley"
5882,"purposeflourmaida,wholewheatflour,activedryyeast,sugar,salt,buttonmushrooms,tofu,soysauce,homemadehoisinsauce,redchillisauce,honey,cucumber,tomato,redbellpeppercapsicum"
5883,"cauliflowergobi,paneerhomemadecottagecheese,potatoesaloo,cornflour,redchillipowder,corianderpowderdhania,cuminpowderjeera,arammasalapowder,salt,onions,tomatoes,ajwaincaromseeds,kashmiriredchillipowder,corianderpowderdhania,arammasalapowder,salt,butter,freshcream,water,corianderdhanialeaves"
5884,"greenapple,arhardaltoordal,tomato,asafoetidahing,turmericpowderhaldi,rasampowder,water,curryleaves,spricorianderdhanialeaves,ghee,mustardseeds,cuminseedsjeera,clovesarlic,dryredchilli"
5885,"rice,whiteuraddal,tomatoes,methiseedsfenugreekseeds,salt,cookinsoda,water,sunfloweroil"
5886,"rice,arhardaltoordal,driedreenpeasvatana,kabulichanawhitechickpeas,blackeyedbeanslobia,turmericpowderhaldi,tamarind,potatoaloo,vellaipoosanikaiashourdwhitepumpkin,greenbeansfrenchbeans,chowchowchayotesquash,smallbrinjalbainganeggplant,chanadalbengalramdal,whiteuraddal,corianderdhaniaseeds,methiseedsfenugreekseeds,blackpeppercorns,dryredchillies,mustardseeds,spricurryleaves,asafoetidahing,sundakkaiturkeyberries,sesamegingellyoil"
5887,"tomatoes,cucumber,redradish,onion,greenchillies,saltpepper,lemonjuice,spricorianderdhanialeaves"
5888,"purposeflourmaida,bakinpowder,salt,curddahiyogurt,sugar,milk,sunfloweroil,vanillaextract"
5889,"elephantyamsuransenairatalu,tamarindpaste,salt,redchillipowder,turmericpowderhaldi,sunfloweroil,soojisemolinarava,riceflour,redchillipowder,turmericpowderhaldi,salt"
5890,"yellowmoondal,water,turmericpowderhaldi,salt,sunfloweroil,cuminseedsjeera,inchinger,greenchillies,tomato,redchillipowder,turmericpowderhaldi,corianderdhaniapowder,bayleaftejpatta,inchcinnamonstickdalchini,ridgeourdturaipeerkangai,lemon,salt,spricorianderdhanialeaves"
5891,"purposeflourmaida,salt,butter,chilledwater"
5892,"karelabitterourdpavakkai,onions,tomatoes,curddahiyogurt,greenchillies,inchinger,clovesarlic,cuminseedsjeera,kashmiriredchillipowder,corianderpowderdhania,cardamompowderelaichi,turmericpowderhaldi,anardanapowderpomegranateseedpowder,corianderdhanialeaves,sunfloweroil,salt"
5893,"butter,vivattamaida,milkpowder,soyflour,salt,sugar,bakinpowder,milk"
5894,"bhindiladyfingerokra,freshcoconut,dryredchillies,tamarind,jaggery,salt,sunfloweroil,mustardseeds,whiteuraddal,dryredchillies,curryleaves"
5895,"kalachanabrownchickpeas,coconutoil,mustardseeds,spricurryleaves,greenchillies,pearlonionssambaronions,clovesarlic,inchinger,homemadetomatopuree,turmericpowderhaldi,redchillipowder,salt,freshcoconut,corianderdhaniaseeds,fennelseedssaunf"
5896,"baguette,macaronipasta,mozzarellacheese,chilliarlicsauce,salt,extravirginoliveoil"
5897,"avocado,wholeeggs,milk,greenchillies,blackpepperpowder,cuminpowderjeera,onion,driedoregano,clovesarlic,corianderdhanialeaves,sunfloweroil,salt"
5898,"mangoripe,papaya,curddahiyogurt,watermelon,kiwi,dessicatedcoconut,pumpkinseeds"
5899,"arabic,curd,celery,kashmiriredchilli,turmericpowder,corianderpowder,arammasalapowder,coriander,salt,oil,water"
5900,"masoordal,rawmango,greenchillies,turmericpowder,salt,mustardoil,cuminseeds,mustardseeds,kalonjiseeds,fennelseeds,fenugreekseeds,dryredchillies"
5901,"instantcoffeepowder,milk,sugar,icecream,icecubes"
5902,"vivattamaida,soojisemolinarava,salt,sunfloweroil,water,rawbanana,reenpeasmatar,reenchillies,corianderdhanialeaves,cuminseedsjeera,turmericpowderhaldi,redchillipowder,arammasalapowder,amchurdrymangopowder,salt,sesameseedstilseeds,sunfloweroil"
5903,"radishleaves,potatoes,clovesarlic,dryredchillies,mustardoil,salt,cuminpowder,smallspoonredchillipowder,turmericpowder"
5904,"milk,thinsemiyaseviyan,cardamompowderelaichi,ulkand,saffronstrands,pistachios,rosewater,driedrosepetals"
5905,"napacabbage,carrotgajjar,cucumber,sunflowerseeds,cranberries,huncurdgreekyogurt,honey,salt"
5906,"lasagnasheets,redbellpeppercapsicum,yellowbellpeppercapsicum,broccoli,fetacheese,mozzarellacheese,tomatoes,clovesarlic,onion,spridriedthymeleaves,basilleaves,salt,sunfloweroil"
5907,"kashmirirajma,onion,tomato,clovesarlic,inchinger,turnips,dryingerpowder,kashmiriredchillipowder,turmericpowderhaldi,fennelpowder,kashmirimasalapowder,mustardoil,onion,salt"
5908,"freshcream,condensedmilk,pistachios,pistachioextract"
5909,"ridgeourdturaipeerkangai,wholeeggs,onion,inger,greenchillies,corianderpowderdhania,redchillipowder,turmericpowderhaldi,spricurryleaves,corianderdhanialeaves,salt"
5910,"puffedrice,sabudanatapiocapearls,vellaipoosanikaiashourdwhitepumpkin,greenchillies,corianderdhanialeaves,cuminseedsjeera,asafoetidahing,salt"
5911,"wholewheatflour,water,wholewheatflour,sunfloweroil,jaggery,water,redchillipowder,hee"
5912,"riceflour,water,sunfloweroil,salt,freshcoconut,jaggery,cardamompowderelaichi"
5913,"semiyavermicelli,wholewheatflour,milkpowder,ulabjamunmix,paneerhomemadecottagecheese,fennelseedssaunf,cardamompowderelaichi,bakinsoda,milk,sunfloweroil,hee,sugar,water,pistachios"
5914,"lemoncake,condensedmilk,decorativesugarcakecandysprinkles,cocoapowder,milk"
5915,"brinjalbainganeggplant,beetroot,tahini,salt,extravirginoliveoil,clovesarlic,lemonjuice,paprikapowder,corianderdhanialeaves"
5916,"mixedsprouts,salt,turmericpowderhaldi,tomatoes,sunfloweroil,cuminseedsjeera,greenchilli,onions,ingerarlicpaste,maharashtrianodamasala,curryleaves,tamarindpaste,spricorianderdhanialeaves,onion,farsan,lemonwedges,pavbuns"
5917,"arhardaltoordal,greenchilli,freshcoconut,cuminseedsjeera,turmericpowderhaldi,salt,hee,asafoetidahing,cuminseedsjeera"
5918,"karelabitterourdpavakkai,onions,clovesarlic,inchinger,ramflourbesan,turmericpowderhaldi,corianderdhaniapowder,arammasalapowder,redchillipowder,amchurdrymangopowder,ajwaincaromseeds,mustardoil,salt"
5919,"boondi,asafoetidahing,inchcinnamonstickdalchini,cardamompowderelaichi,methiseedsfenugreekseeds,ramflourbesan,curddahiyogurt,turmericpowderhaldi,corianderpowderdhania,redchillipowder,salt,sunfloweroil,spricorianderdhanialeaves"
5920,"soychunksnuggets,sprinonionreens,greenbellpeppercapsicum,redbellpeppercapsicum,clovesarlic,greenchillies,ginger,cornflour,vegetablestock,soysauce,tomatoketchup,redchillisauce,sunfloweroil,salt"
5921,"kabulichanawhitechickpeas,methileavesfenugreekleaves,hee,cuminseedsjeera,bayleaftejpatta,onions,clovesarlic,inchinger,greenchilli,salt,turmericpowderhaldi,redchillipowder,cuminpowderjeera,arammasalapowder,corianderpowderdhania,tomatoes,tomatoes,tomatoes"
5922,"chickenbreasts,onion,redbellpeppercapsicum,greenbellpeppercapsicum,carrotsgajjar,inchinger,clovesarlic,tomato,homemadetomatopuree,honey,turmericpowderhaldi,arammasalapowder,corianderpowderdhania,stalkcorianderdhanialeaves,butter,salt,sunfloweroil"
5923,"parsnip,honey,sesamegingellyoil,soysauce,clovesarlic,driedthymeleaves,driedoregano,vegetablestock,blackpepperpowder"
5924,"purposeflourmaida,butter,castersugar,vanillaextract,salt,jam"
5925,"arhardaltoordal,tamarindwater,drumstick,tomato,pearlonionssambaronions,sambarpowder,turmericpowderhaldi,methileavesfenugreekleaves,salt,sesamegingellyoil,mustardseeds,asafoetidahing,spricurryleaves,dryredchillies,spricurryleaves"
5926,"purposeflourmaida,sugar,bakinpowder,cardamompowderelaichi,milk,saffronstrands,salt,ghee"
5927,"puffedrice,jaggery,roastedramdalpottukadalai,dessicatedcoconut,roastedpeanutsmoongphali,cardamompowderelaichi,water"
5928,"ragiflourfingermilletnagli,bajraflourpearlmillet,dates,badamalmond,dessicatedcoconut,honey"
5929,"spinach,turdal,coconut,greenchillies,corianderleaves,salt,hee,rye,cuminseeds,asafoetida,curryleaves"
5930,"prunes,onion,tomato,cinnamonpowderdalchini,nutmepowder,ajwaincaromseeds,redchilliflakes,honey,vinegar,salt"
5931,"blackrice,palmjaggery,wholewheatflour,healthmix,sunfloweroil"
5932,"dryredchilli,byadagidriedchillies,corianderdhaniaseeds,fennelseedssaunf,cuminseedsjeera,ajwaincaromseeds,wholeblackpeppercorns,macejavitri,inchcinnamonstickdalchini,cloveslaung,cardamomelaichipodsseeds,blackcardamombadielaichi,poppyseeds,mustardseeds,bayleaftejpatta,kalpasiflowerstoneflower,staranise,nutmepowder,asafoetidahing"
