TranslatedRecipeName,TranslatedIngredients
Sour Sweet Pudla Recipe - Gujarati Steel Sweet & Savory Panke,"jaggery,whole wheat flour,roasted tomato pasta sauce,gram flour,amchur,green chutney,coriander  mint"
Sweet & Spicy Soy Dipping Sauce Recipe,"soy sauce,chilli vinegar,paprika powder,spring onion greens,sriracha sauce,brown sugar"
Tangy Raw Beetroot & Tomato Chutney Recipe,"beetroot,lemon juice"
Vegetarian Thai Massaman Curry Recipe,"spring onion greens,tamarind paste,inch galangal,stalk lemon grass,coconut milk,tofu,broccoli,palm sugar,roasted peanuts,cloves,bay leaf,cardamom,inch cinnamon stick,carrot"
Eggless Mango Mousse Recipe,"fresh cream,caster sugar,gelatin,mango pulp"
Maharashtrian Style Sheng Sola Recipe (Vegetable Stew),"jaggery,carrot,potato,green peas,sesame seeds,sprig coriander"
Eggless Whole Wheat Cake with Chocolate Buttercream Frosting Recipe,"whole wheat flour,baking powder,baking soda,extra virgin olive oil,vanilla extract,walnuts,icing sugar,cocoa powder,milk,brown sugar,hung curd,cinnamon powder,cinnamon powder,butter"
Thayir Semiya Recipe (Curd Semiya),"white urad dal,sprig curry leaves,sprig curry leaves,cashew nuts,semiya,curd,raw peanuts"
Chicken Cooked in Banana Leaves Recipe,"boneless chicken,lemon,ginger garlic paste,whole black peppercorns,star anise,banana leaf,cotton threads,sprig coriander,cloves"
Karathe Nonche Recipe - Bitter Gourd Pickle,"jaggery,tamarind,coconut oil,sprig curry leaves,methi seeds,karela"
Spicy Chilli Mango Virgin Mojito Recipe,"lemon juice,lemon,ice cubes,mango,mint leaves,aerated water"
Kadai Mushroom Recipe,"button mushroom,long garlic,green coriander,fenugreek seeds,bay leaves,long,whole black peppers,cinnamon,oil,capsicum"
Grilled Cheese Chocolate Sandwich Recipe,"whole wheat brown bread,britannia cheese spread,chocolate bar,britannia cheese block"
Arbi Jhol Recipe -Uttar Pradesh Style Colocasia & Lotus Seeds Sabzi,"garam masala powder,colocasia root,phool makhana,cumin powder,kasuri methi"
Hirve Kalvan Recipe (Fresh Coriander and Coconut Curry),"fresh coconut,coconut milk,rice flour"
Grilled Vegetable Empanadas Recipe,"whole wheat flour,extra virgin olive oil,green zucchini,pickled jalapenos,button mushrooms,corn cob,extra virgin olive oil,salt pepper,barbeque sauce,goat cheese,whole egg,purpose flour,green bell pepper,red bell pepper,yellow bell pepper,brinjal,cumin powder"
Karnataka Style Tamarind Gojju Recipe,"tamarind water,sprig curry leaves"
Authentic Godumai Dosai Recipe - Whole Wheat Flour Crepes,"whole wheat flour,sprig curry leaves,curd,sesame"
Stuffed Dahi Vada Recipe,"ginger,cashew nuts,raisins,avarekai,white urad dal,curd,cumin powder,carrot"
Dahi Wale Makhane Recipe - Lotus Seeds In Curd Gravy,"garam masala powder,chaat masala powder,tandoori masala,lemon juice,cardamom,cloves,curd,gram flour,phool makhana,cumin powder"
Jolada Ganji Recipe (Jowar Savoury Porridge),"lemon juice,black urad dal,sprig curry leaves,jowar flour"
Healthy & Delicious Jamun Fruit Smoothie - Black Plum Smoothie Recipe,"milk,honey,crushed ice,jamun,curd"
Khakra Chaat Recipe,"homemade whole wheat khakras,sev,green moong sprouts,cucumber,chaat masala powder,green chutney,coriander  mint,sweet chutney,date  tamarind,cumin powder"
Big Farm Fresh Pizza Recipe Loaded With Crisp Veggies,"pizza base - homemade store,fresh cream,homemade pizza pasta sauce,mozzarella cheese,milk,baby corn,del monte black olives,sweet corn,pickled jalapenos,black pepper powder,dried oregano,red chilli flakes,extra virgin olive oil,cabbage,carrot,gajjar  sliced,green bell pepper"
Masala Omelette Sliders Recipe - High Protein Breakfast,"whole eggs,cheese,pav buns,tomato ketchup,butter,green chutney,coriander  mint"
Paatolyo Recipe (Goan Sweet Dish),"turmeric leaves,fresh coconut,jaggery,dry fruits,rice flour,cardamom powder,instant oats,ragi flour,jowar flour"
Farm Fresh Vegetarian Pasta Salad Recipe,"conchiglie pasta,english cucumber,cherry tomatoes,red onion,sprig basil leaves,sprig purple basil,salt pepper,extra virgin olive oil,apple cider vinegar,lemon zest,lemon juice,sprig parsley leaves"
Struffoli Recipe,"lemon zest,vanilla extract,honey,lemon juice,hazelnut,icing sugar,purpose flour,orange zest,curd"
Grilled Pesto Paneer Recipe,"extra virgin olive oil,basil leaves,walnuts,parmesan cheese,extra virgin olive oil,salt pepper,paneer,hung curd"
Beet Latte Recipe,"coconut milk,vanilla extract,cocoa powder,beetroot juice,coconut sugar,almond milk,cinnamon powder"
Assamese Style Mohura Pitha Recipe - Sweet Rice Dumplings Recipe,"rice flour,fresh coconut,jaggery,black pepper powder,raw peanuts,cinnamon powder"
Chocolate Buckwheat Pancake Skewers Recipe,"baking powder,ripe bananas,cocoa powder,coconut sugar,vanilla extract,coconut oil,cocoa powder,coconut oil,maple syrup,mixed fruits,buckwheat flour,almond milk"
Andhra Style Peanut Chutney Recipe With Tomatoes,"white urad dal,sprig curry leaves,roasted peanuts"
Drumstick Dal Recipe,"drumstick,kashmiri red chilli powder,sprig curry leaves,arhar dal"
Kabuli Chana Chaat - High Protein Snack of Chikki Chaat,"cucumber,chaat masala powder,aloo bhujia,lemon juice,kabuli chana,potato,sprig coriander,amchur"
Dhaba Style Tomato Chutney Recipe,mustard oil
Moong Dal Idli & Dosa Batter Recipe,"yellow moong dal,idli rice,methi seeds"
Stuffed Onion Vegetable Recipe,"tamarind water,pearl onions,amchur,sprig coriander"
Grilled Eggplant Roll Recipe With Spicy Herbed Carrots,"homemade basil pesto,parsley leaves,parmesan cheese,salt pepper,extra virgin olive oil,tzatziki,brinjal,carrots"
"Dahi Chivda Recipe (Fruit, Yogurt & Flattened Rice Breakfast Parfait)","strawberries,mixed nuts,honey,poha,curd,mango"
Paan Matka Kulfi Recipe,"milk,saffron strands,sweet paan mix,dried rose petals,pistachios,cardamom powder"
Classic Caesar Salad Recipe,"green romaine lettuce,cucumber,cherry tomatoes,mustard sauce,lemon juice,black pepper corns,extra virgin olive oil,parmesan cheese,fried bread cubes,classic mayonnaise"
Summer Fruit Tart Recipe,"whole wheat oatmeal cookies,butterscotch ice cream,mango coulis,lychee,plums,green seedless grapes,icing sugar,butter,mango,chikoo"
Ayam Goreng Kremes Recipe - Indonesian Style Crunchy Fried Chicken,"cashew nuts,lemon juice,kaffir lime leaves,tender coconut water,chicken breasts,whole egg,rice flour"
Mangalore Buns Recipe - Puffed Banana Puris,"whole wheat flour,baking soda,nendra pazham banana,curd"
Spinach And Millet Pulav Recipe,"foxtail millet,bay leaves,cardamom,cumin powder,spinach leaves"
Mangalorean Style Lobia Gassi Recipe - Black Eyed Peas In Coconut Curry,"shallots,fresh coconut,whole black peppercorns,sprig curry leaves,tamarind,coconut milk,cloves,methi seeds,black eyed beans,cinnamon stick"
"Roasted Vegetable Quesadilla Recipe With Zucchini, Carrots & Red Cabbage","whole wheat flour,yellow zucchini,red cabbage,tabasco original,processed cheese,extra virgin olive oil,stalks spring onion,bulb  greens,carrots,red bell pepper,cumin powder"
Spinach Mushroom Chickpea Curry Recipe,"button mushrooms,homemade tomato puree,fresh red chillies,garam masala powder,coconut milk,spinach leaves,kabuli chana,cumin powder,sprig coriander,sprig mint leaves"
Whole Wheat Flour Puttu Recipe,"whole wheat flour,basmati rice,fresh coconut"
Zucchini Paratha Recipe,"green zucchini,whole wheat flour,ajwain,amchur,cumin powder"
Chana Dal Aloo Cutlet Recipe - Gram Dal Potato Cutlet Recipe,"chaat masala powder,fresh coconut,chana dal,potatoes,mint leaves,gram flour,cardamom powder"
Mexican Corn Salsa Recipe,"sweet corn,lemon juice,extra virgin olive oil,tabasco original,green bell pepper,yellow bell pepper,red bell pepper,carrot"
Mango And Yogurt Coconut Fool Recipe - Healthy Mango Yogurt Pudding,"coconut milk,dessicated coconut,fresh cream,caster sugar,lemon juice,dessicated coconut,mango,curd,mango"
Kerala Style Mutton Pepper Fry Recipe,"mutton,lemon juice,curry leaves,black pepper powder,fresh coconut,coconut oil,cumin powder"
"Stuffed Pita Recipe With Tandoori Mayo Chickpeas, Pickled Onions and Vegetables","sprig parsley leaves,del monte tandoori mayo,mini pita breads,vinegar,black pepper powder,iceberg lettuce,sprig parsley leaves,extra virgin olive oil,butter,kabuli chana,red bell pepper,green bell pepper"
Cabbage Foogath Recipe - Goan Style Cabbage Stir Fry,"jaggery,fresh red chilli,sprig curry leaves,fresh coconut,cabbage"
Lehsun ki Chutney - Spicy Garlic Chutney,"garlic,lemon"
Raw Mango And Spring Onion Chutney Recipe,"spring onion greens,mango"
Bengali Style Chori Recipe-Mixed Vegetable Sabzi,"drumstick,runner beans,mustard oil,dijon mustard,panch phoran masala,ridge gourd,kaddu,brinjal,potatoes,pointed gourd,mooli"
Pumpkin Vegetable Recipe with Panchh Phon Masala,"sprig curry leaves,panch phoran masala,mustard oil,kaddu"
Jaipuri Potato Onion Vegetable Recipe Using Preeti Electric Pressure Cooker,"baby potatoes,homemade tomato puree,kashmiri red chilli powder,garam masala powder,mustard oil,pearl onions,bay leaf,curd"
Hing Pani Puri Recipe-Asafoetida Pani Puri,"pani puris,tamarind water,jaggery,green moong sprouts,chaat masala powder,mint leaves,black salt,cumin powder,ssp asafoetida,potatoes,cumin powder"
Fajeto Recipe - Gujarati Ripe Mango Curry Recipe,"jaggery,ginger,curry leaves,mango,curd,gram flour,inch cinnamon stick"
Manda Pitha Recipe-Orissa Style Steamed Rice Flour Dumplings,"rice flour,corn flour,milk,fresh coconut,cardamom powder,paneer"
Satvik Carrot Sprouts Salad Recipe - No Onion No Garlic,"green moong sprouts,fresh coconut,lemon juice,black pepper powder,carrots,green bell pepper,raw peanuts"
Rajma Aloo Cutlet Recipe (Tikki / Patty),"garam masala powder,rajma,potatoes,cumin powder,amchur,gram flour"
Vegetable Clear Soup Recipe,"spring onion bulbs,button mushrooms,stalk spring onion greens,whole black pepper corns,lemon,carrot,carrot,green beans"
Goan Bimbla Uddamethi Recipe,"fresh coconut,jaggery,white urad dal,curry leaves,bimbla,methi seeds"
Masalewari Chef Recipe (Spiced Sindhi Bread),"whole wheat flour,mint leaves,ajwain,anardana powder"
Spicy Kiwifruit Salsa & Feta Toasties Recipe,"whole wheat brown bread,feta cheese,extra virgin olive oil,kiwi,parsley leaves,tabasco original,honey,lemon juice"
Kakrar Jhal Recipe - Bengali Style Crab Curry,"crabs,garlic,ginger,homemade tomato puree,garam masala powder,mustard oil,potatoes,cumin powder,cardamom,cloves,inch cinnamon stick"
Instant Lemon Avalakki Recipe - Instant Poha Snack,"peanut oil,white urad dal,curry leaves,citric acid crystals,poha,roasted gram dal,raw peanuts"
Kuvale Sasam Recipe - Konkani Ash Gourd Curry,"fresh coconut,tamarind,sprig curry leaves,vellai poosanikai"
Chicken Meatball Tacos Recipe,"chicken,black pepper powder,ginger garlic paste,hard taco shells,cheddar cheese,refried beans,sour cream,guacamole,iceberg lettuce,sprig spring onion greens,sprig coriander"
Soya Keema Matar Masala Recipe,"garam masala powder,soy chunks,green peas,sprig coriander"
Baked Yogurt Tart Recipe with Figs and Blueberries Recipe(With Eggless Recipe Option),"baking powder,butter,whole egg,icing sugar,vanilla extract,lemon zest,fresh figs,blueberries,nutmeg powder,brown sugar,instant oats,purpose flour,hung curd,purpose flour"
Spinach and Basil Pasta Sauce Recipe,"spinach,sprig basil leaves,milk"
Murgh Aloo Tikki Recipe - Chicken & Potato Tikki,"chicken,ginger garlic paste,whole egg,black pepper powder,potato,sprig coriander,sprig mint leaves"
Sabudana Thalipeeth Recipe - Tapioca Pearl Spicy Flat Bread,"sabudana,potatoes,roasted peanuts"
Spiced Watermelon Curry Recipe With Carrots & Peppers,"watermelon,homemade tomato puree,carrot,green bell pepper,ajwain,cumin powder,sprig coriander"
Vegetable Handi Biryani Recipe,"rice,milk,garam masala powder,milk,saffron strands,cardamom,bay leaf,inch cinnamon stick,cloves,kala chana,carrot,green beans,cumin powder,curd,wheat berries"
Hari Dhania Ki Sabzi ( Fresh Coriander leaves Dry Curry) Recipe,"sprig coriander,gram flour,potato,sesame"
Creamy Polenta With Mushrooms Recipe,"corn meal,milk,whole black peppercorns,butter,button mushrooms,parsley leaves,whole black peppercorns,vegetable stock,extra virgin olive oil,parmesan cheese,bay leaf,purpose flour"
Apple and Bok Choy Salad Recipe,"bok choy,apple,peanut butter,dijon mustard,red chilli sauce,vinegar,extra virgin olive oil,whole black peppercorns,carrot,sesame seeds"
Andhra Style Potato Korma Recipe,"stone flower,star anise,garam masala powder,fresh coconut,poppy seeds,potatoes,inch cinnamon stick,cardamom,fennel seeds,sprig coriander,sprig mint leaves"
Roasted Tomato And Basil Bruschetta Recipe,"baguette,cherry tomatoes,extra virgin olive oil,sprig fresh thyme leaves,ricotta cheese,whole black peppercorns,sea salt,chilli oil,basil leaves"
Nepalese Vegetable Pulao Recipe,"basmati rice,ginger garlic paste,lemon juice,bay leaf,cloves,black cardamom,inch cinnamon stick,green peas"
Kondakadalai Puli Vengaya Kuzhambu Recipe (South Indian Style Spicy And Tangy Kala Chana),"sambar powder,jaggery,tamarind water,homemade tomato puree,sprig curry leaves,kala chana,pearl onions,methi seeds,sesame"
Jowar Bajra Garlic Roti Recipe,"black pepper powder,jowar flour,bajra flour"
Bitter Gourd Chips Recipe,"rice flour,corn flour,karela,gram flour,cumin powder,fennel seeds,mango"
South Indian Coconut Chutney Recipe With Coconut Water,"tender coconut water,rock salt,coconut oil,white urad dal,curry leaves,kashmiri dry red chilli,dry coconut,roasted gram dal"
Orange Cranberry Cupcakes Recipe,"tutti frutti,cranberries,fresh orange juice,whole eggs,caster sugar,vanilla extract,baking powder,purpose flour,orange zest,gram butter"
Fizzy Pomegranate Mint Mocktail Recipe,"fresh pomegranate fruit kernels,lemon juice,ice cubes,mint leaves,black salt,aerated water"
Balsamic Glazed Eggplant Feta Rollatini Recipe,"feta cheese,homemade marinara sauce,dried oregano,garlic,basil leaves,red radish,extra virgin olive oil,balsamic vinegar,black olives,sea salt,brinjal"
Mughlai Dum Arbi Recipe,"garam masala powder,fresh cream,poppy seeds,cashew nuts,colocasia root,cardamom,cloves,curd"
Chicken Bharta Recipe - Dhaba Style Chicken Masala,"chicken breasts,ginger garlic paste,kashmiri red chilli powder,garam masala powder,cashew nuts,fresh cream,butter,kewra essence,whole egg,cardamom,cloves,bay leaf,inch cinnamon stick,black cardamom,cumin powder,curd,kasuri methi"
Spaghetti Tomato Recipe (Pasta in Tomato Basil Sauce),"homemade tomato puree,extra virgin olive oil,basil leaves,spaghetti pasta,red chilli flakes,whole black peppercorns,parmesan cheese"
Zucchini Wheat Semolina Salt Recipe,"turkey berry,sprig curry leaves,broken wheat,chana dal,raw peanuts,methi seeds,sprig coriander"
Karnataka Style Avarekalu Kosambari Recipe,"sweet corn,yellow moong dal,lemon,fresh coconut,sprig curry leaves,avarekalu,carrot"
Kung Pao Chicken With Vegetable Fried Rice Recipe,"boneless chicken,ginger,whole black peppercorns,soy sauce,vinegar,garlic,tomato ketchup,extra virgin olive oil,roasted peanuts,green bell pepper,spring onion,bulb  greens"
Shahi Bhindi Recipe in Cashew Nut Gravy - Okras in Cashew Nut Curry,"garam masala powder,fresh cream,cashew nuts,garlic,ginger,bhindi,kasuri methi,cardamom,cloves,inch cinnamon stick,cumin"
Kashmiri Style Nadru Yakhni Recipe-Lotus Stem in Yogurt Sauce,"lotus stem,dry ginger powder,garam masala powder,curd,gram flour,fennel seeds,ajwain,inch cinnamon stick,black cardamom,cardamom,cloves,bay leaf"
Muttai Parotta Recipe ( Ande Ka Paratha / Egg Filled Flat Bread),"whole eggs,purpose flour,sprig coriander"
Asian Shrimp Rice Burger Recipe,"thai jasmine rice,shrimps,shrimps,black pepper powder,soy sauce,whole wheat bread crumbs,whole egg,black pepper powder,sriracha sauce,soy sauce,black sesame seeds,onion rings,iceberg lettuce,classic mayonnaise,sesame"
Homemade Herb Butter Recipe,"salted butter,parsley leaves,basil leaves,chives,lemon zest"
Braised Pork Belly Recipe,"pork belly,chinese rice wine,soy sauce,dark soy sauce,ginger,star anise"
Maharashtrian Style Namkeen Shankarpali (Savory Flaky Pastry Diamonds Recipe),"whole wheat flour,sooji"
Semolina Gujiya Recipe,"milk,fresh coconut,khuskhus,nutmeg powder,raisins,purpose flour,sooji,cardamom powder,badam"
Crispy and Spicy Chilli Chicken Recipe - Indian Style,"chicken,garlic,curry leaves,corn flour,egg white,inch cinnamon stick,cloves,curd,purpose flour"
Lehsuni Methi Paneer Recipe - Garlic Methi Paneer Curry,"fresh cream,garam masala powder,whole cashews,paneer,kasuri methi,curd,cardamom powder"
Spinach Tomato Soup Italian Style Recipe,"spinach,vegetable stock,red chilli flakes,paprika powder,dried oregano,black pepper powder,extra virgin olive oil,penne pasta,white vinegar,carrots"
Chettinad Thakkali Vengaya Kuzhambu Recipe,"tamarind water,sambar powder,whole black peppercorns,jaggery,sprig curry leaves,pearl onions,sesame,methi seeds"
Samai Arisi Pidi Kozhukattai (Tamil Nadu Breakfast Recipe),"mixed millets,yellow moong dal,white urad dal,whole black peppercorns,sprig curry leaves,sesame,chana dal"
Mushroom Stroganoff Recipe,"button mushrooms,baby corn,dried oregano,dried thyme leaves,fresh cream,salt pepper,cooked rice,sprig fresh oregano,butter,carrot,green beans,green peas"
Delicious Skillet Roasted Fondant Potatoes Recipe,"butter,sprig fresh thyme leaves,potatoes"
Parsi Mutton Cutlets Recipe,"mutton,ginger,garlic,whole wheat bread crumbs,mint leaves,potato,cloves,inch cinnamon stick"
Foxtail Millet Khichdi Recipe with Batata Aloo Nu Shaak,"foxtail millet,yellow moong dal,whole black peppercorns,inch cinnamon stick"
Konkani Tendli Sukke Recipe - Ivy Gourd/Tindora Stir Fry,"sprig curry leaves,fresh coconut,white urad dal,jaggery,tamarind,tindora"
Cheese And Corn Tostadas Recipe,"tortillas,sweet corn,avocado,cheddar cheese,black pepper powder,lemon"
Oats Unni Appam/ Nei Appam Recipe,"whole wheat flour,rice flour,jaggery,ripe bananas,baking soda,instant oats"
